Tarih,TP_MK_F_SINAI
2004-06-04,156.96
2004-06-05,165.01
2004-06-07,160.34
2004-06-08,170.73
2004-06-09,159.44
2004-06-10,159.2
2004-06-11,158.25
2004-06-12,203.12
2004-06-14,155.0
2004-06-15,152.6
2004-06-16,153.65
2004-06-17,150.61
2004-06-18,149.9
2004-06-21,150.39
2004-06-22,151.1
2004-06-23,149.09
2004-06-24,149.78
2004-06-25,151.17
2004-06-28,154.0
2004-06-29,154.88
2004-06-30,155.21
2004-07-01,164.67
2004-07-02,158.6
2004-07-04,185.08
2004-07-05,160.47
2004-07-06,160.34
2004-07-07,156.98
2004-07-08,157.98
2004-07-09,191.04
2004-07-10,202.48
2004-07-12,201.51
2004-07-13,160.12
2004-07-14,160.52
2004-07-15,161.11
2004-07-16,165.54
2004-07-19,166.28
2004-07-20,165.97
2004-07-21,166.76
2004-07-22,164.45
2004-07-23,165.12
2004-07-26,165.33
2004-07-27,164.99
2004-07-28,166.97
2004-07-29,168.67
2004-07-30,169.81
2004-08-01,170.72
2004-08-02,172.91
2004-08-03,171.12
2004-08-04,177.99
2004-08-05,170.17
2004-08-06,159.75
2004-08-07,157.98
2004-08-09,191.63
2004-08-10,205.57
2004-08-11,172.88
2004-08-12,201.87
2004-08-13,170.09
2004-08-16,169.45
2004-08-17,171.76
2004-08-18,173.52
2004-08-19,172.12
2004-08-20,172.14
2004-08-23,171.81
2004-08-24,174.18
2004-08-25,177.22
2004-08-26,176.26
2004-08-27,178.67
2004-08-30,
2004-08-31,180.36
2004-09-01,182.93
2004-09-02,151.5
2004-09-03,173.73
2004-09-04,178.74
2004-09-06,187.27
2004-09-07,157.04
2004-09-08,173.68
2004-09-09,190.33
2004-09-10,190.55
2004-09-11,206.46
2004-09-12,199.78
2004-09-13,187.82
2004-09-14,191.63
2004-09-15,193.74
2004-09-16,192.94
2004-09-17,192.9
2004-09-20,182.51
2004-09-21,187.18
2004-09-22,191.03
2004-09-23,192.93
2004-09-24,200.46
2004-09-27,197.88
2004-09-28,196.26
2004-09-29,200.02
2004-09-30,198.22
2004-10-01,197.2
2004-10-02,154.2
2004-10-03,172.42
2004-10-04,196.52
2004-10-05,153.91
2004-10-06,159.2
2004-10-07,202.48
2004-10-08,205.57
2004-10-09,190.55
2004-10-11,209.14
2004-10-12,205.74
2004-10-13,205.62
2004-10-14,207.38
2004-10-15,206.85
2004-10-18,206.65
2004-10-19,206.94
2004-10-20,205.69
2004-10-21,203.72
2004-10-22,203.57
2004-10-25,201.02
2004-10-26,200.99
2004-10-27,206.26
2004-10-28,208.36
2004-10-29,
2004-11-01,211.6
2004-11-02,155.06
2004-11-03,171.89
2004-11-04,214.75
2004-11-05,154.52
2004-11-06,158.25
2004-11-08,206.94
2004-11-09,206.46
2004-11-10,208.47
2004-11-11,208.13
2004-11-12,205.83
2004-11-15,
2004-11-16,
2004-11-17,205.18
2004-11-18,207.57
2004-11-19,209.58
2004-11-22,208.28
2004-11-23,211.49
2004-11-24,212.33
2004-11-25,211.46
2004-11-26,209.9
2004-11-29,207.61
2004-11-30,202.78
2004-12-01,202.61
2004-12-02,203.31
2004-12-03,202.79
2004-12-04,177.54
2004-12-05,155.73
2004-12-06,203.12
2004-12-07,201.51
2004-12-08,171.08
2004-12-09,199.78
2004-12-10,199.82
2004-12-11,205.83
2004-12-13,202.49
2004-12-14,203.38
2004-12-15,199.47
2004-12-16,202.97
2004-12-17,199.96
2004-12-20,206.88
2004-12-21,206.42
2004-12-22,204.12
2004-12-23,205.68
2004-12-24,205.19
2004-12-27,204.53
2004-12-28,206.24
2004-12-29,209.71
2004-12-30,
2004-12-31,
2005-01-02,228.27
2005-01-03,210.16
2005-01-04,210.98
2005-01-05,205.43
2005-01-06,200.0
2005-01-07,208.48
2005-01-08,237.03
2005-01-09,245.09
2005-01-10,210.08
2005-01-11,211.75
2005-01-12,290.5
2005-01-13,216.27
2005-01-14,219.52
2005-01-17,219.58
2005-01-18,220.94
2005-01-19,219.31
2005-01-20,
2005-01-21,
2005-01-24,217.82
2005-01-25,220.42
2005-01-26,222.36
2005-01-27,224.24
2005-01-28,225.67
2005-01-31,225.59
2005-02-01,228.27
2005-02-02,231.42
2005-02-03,231.15
2005-02-04,228.42
2005-02-05,192.11
2005-02-06,203.43
2005-02-07,231.72
2005-02-08,237.2
2005-02-09,229.91
2005-02-10,226.4
2005-02-11,257.88
2005-02-12,298.21
2005-02-14,232.13
2005-02-15,233.98
2005-02-16,231.71
2005-02-17,229.42
2005-02-18,225.66
2005-02-21,226.65
2005-02-22,225.67
2005-02-23,223.45
2005-02-24,225.99
2005-02-25,228.32
2005-02-28,230.11
2005-03-01,231.18
2005-03-02,231.15
2005-03-03,229.38
2005-03-04,228.94
2005-03-05,194.25
2005-03-06,204.65
2005-03-07,230.73
2005-03-08,240.27
2005-03-09,231.76
2005-03-10,234.1
2005-03-11,
2005-03-14,230.66
2005-03-15,227.21
2005-03-16,223.22
2005-03-17,216.08
2005-03-18,211.69
2005-03-21,213.49
2005-03-22,211.68
2005-03-23,207.81
2005-03-24,209.59
2005-03-25,214.23
2005-03-28,215.13
2005-03-29,209.04
2005-03-30,209.87
2005-03-31,213.07
2005-04-01,218.33
2005-04-02,228.42
2005-04-03,228.94
2005-04-04,214.25
2005-04-05,213.87
2005-04-06,217.91
2005-04-07,216.28
2005-04-08,240.11
2005-04-10,275.55
2005-04-11,212.29
2005-04-12,211.72
2005-04-13,204.01
2005-04-14,204.18
2005-04-15,194.7
2005-04-18,186.57
2005-04-19,189.14
2005-04-20,198.46
2005-04-21,195.99
2005-04-22,198.53
2005-04-25,198.8
2005-04-26,198.35
2005-04-27,196.29
2005-04-28,194.53
2005-04-29,190.61
2005-05-01,205.43
2005-05-02,192.11
2005-05-03,194.25
2005-05-04,213.87
2005-05-05,196.42
2005-05-06,196.56
2005-05-07,222.29
2005-05-08,239.69
2005-05-09,195.17
2005-05-10,276.09
2005-05-11,194.02
2005-05-12,300.04
2005-05-13,199.12
2005-05-16,199.05
2005-05-17,198.48
2005-05-18,200.41
2005-05-19,
2005-05-20,203.2
2005-05-23,197.22
2005-05-24,196.65
2005-05-25,196.11
2005-05-26,196.69
2005-05-27,196.78
2005-05-30,197.02
2005-05-31,200.3
2005-06-01,203.88
2005-06-02,203.43
2005-06-03,204.65
2005-06-04,217.91
2005-06-05,196.56
2005-06-06,205.64
2005-06-07,203.97
2005-06-08,205.44
2005-06-09,206.75
2005-06-10,206.29
2005-06-12,303.91
2005-06-13,207.62
2005-06-14,209.97
2005-06-15,212.05
2005-06-16,213.42
2005-06-17,215.55
2005-06-20,213.73
2005-06-21,217.16
2005-06-22,217.29
2005-06-23,218.69
2005-06-24,217.78
2005-06-27,218.96
2005-06-28,218.7
2005-06-29,219.5
2005-06-30,222.36
2005-07-01,208.48
2005-07-02,231.72
2005-07-03,230.73
2005-07-04,222.66
2005-07-05,222.29
2005-07-06,222.9
2005-07-07,221.75
2005-07-08,223.03
2005-07-09,250.81
2005-07-10,265.65
2005-07-11,259.43
2005-07-12,224.35
2005-07-13,225.74
2005-07-14,226.81
2005-07-15,229.5
2005-07-18,227.03
2005-07-19,226.94
2005-07-20,228.63
2005-07-21,229.64
2005-07-22,230.6
2005-07-25,232.24
2005-07-26,231.44
2005-07-27,229.86
2005-07-28,232.92
2005-07-29,235.72
2005-08-01,237.03
2005-08-02,237.2
2005-08-03,240.27
2005-08-04,215.37
2005-08-05,239.69
2005-08-06,205.44
2005-08-07,223.03
2005-08-08,240.46
2005-08-09,251.14
2005-08-10,236.96
2005-08-11,236.21
2005-08-12,296.64
2005-08-15,227.17
2005-08-16,228.32
2005-08-17,224.75
2005-08-18,226.78
2005-08-19,226.58
2005-08-22,230.68
2005-08-23,232.9
2005-08-24,235.18
2005-08-25,235.88
2005-08-26,241.45
2005-08-29,241.91
2005-08-30,
2005-08-31,242.49
2005-09-01,245.09
2005-09-02,229.91
2005-09-03,231.76
2005-09-05,195.17
2005-09-06,252.41
2005-09-07,250.81
2005-09-08,238.79
2005-09-09,253.21
2005-09-11,264.06
2005-09-12,297.77
2005-09-13,272.29
2005-09-14,265.76
2005-09-15,266.69
2005-09-16,269.61
2005-09-19,266.36
2005-09-20,271.27
2005-09-21,272.77
2005-09-22,272.48
2005-09-23,271.44
2005-09-26,270.97
2005-09-27,268.33
2005-09-28,266.44
2005-09-29,264.75
2005-09-30,263.86
2005-10-01,210.08
2005-10-02,226.4
2005-10-03,234.1
2005-10-04,275.55
2005-10-05,194.94
2005-10-06,206.29
2005-10-07,265.65
2005-10-08,236.96
2005-10-10,265.38
2005-10-11,268.04
2005-10-12,266.63
2005-10-13,257.78
2005-10-14,250.39
2005-10-17,251.3
2005-10-18,256.12
2005-10-19,249.61
2005-10-20,252.76
2005-10-21,251.07
2005-10-24,253.15
2005-10-25,254.2
2005-10-26,251.77
2005-10-27,246.46
2005-10-28,247.6
2005-10-31,250.78
2005-11-01,211.75
2005-11-02,229.7
2005-11-03,
2005-11-04,212.29
2005-11-05,194.02
2005-11-07,259.43
2005-11-08,236.21
2005-11-09,264.06
2005-11-10,266.39
2005-11-11,266.37
2005-11-14,267.36
2005-11-15,270.21
2005-11-16,269.23
2005-11-17,273.08
2005-11-18,272.27
2005-11-21,275.86
2005-11-22,278.1
2005-11-23,276.9
2005-11-24,279.95
2005-11-25,280.53
2005-11-28,280.02
2005-11-29,282.12
2005-11-30,285.83
2005-12-01,214.63
2005-12-02,298.21
2005-12-04,211.72
2005-12-05,198.01
2005-12-06,303.91
2005-12-07,224.35
2005-12-08,296.64
2005-12-09,297.77
2005-12-10,266.63
2005-12-12,296.55
2005-12-13,295.6
2005-12-14,297.05
2005-12-15,293.99
2005-12-16,294.99
2005-12-19,299.35
2005-12-20,300.53
2005-12-21,301.34
2005-12-22,301.58
2005-12-23,306.36
2005-12-26,308.1
2005-12-27,308.22
2005-12-28,308.15
2005-12-29,311.7
2005-12-30,312.89
2006-01-02,338.86
2006-01-03,351.23
2006-01-04,310.76
2006-01-05,312.77
2006-01-06,314.6
2006-01-08,287.85
2006-01-09,288.66
2006-01-10,
2006-01-11,
2006-01-12,
2006-01-13,
2006-01-16,317.24
2006-01-17,320.22
2006-01-18,310.06
2006-01-19,311.03
2006-01-20,317.76
2006-01-23,316.39
2006-01-24,320.86
2006-01-25,325.88
2006-01-26,331.78
2006-01-27,338.41
2006-01-30,332.32
2006-01-31,337.46
2006-02-01,338.86
2006-02-02,336.72
2006-02-03,334.09
2006-02-05,340.21
2006-02-06,334.28
2006-02-07,337.1
2006-02-08,286.19
2006-02-09,334.42
2006-02-10,279.4
2006-02-11,304.26
2006-02-13,335.77
2006-02-14,328.83
2006-02-15,326.18
2006-02-16,332.8
2006-02-17,338.48
2006-02-20,338.21
2006-02-21,342.98
2006-02-22,341.67
2006-02-23,345.03
2006-02-24,350.01
2006-02-27,351.32
2006-02-28,355.5
2006-03-01,351.23
2006-03-02,334.09
2006-03-03,352.46
2006-03-04,333.2
2006-03-05,346.35
2006-03-06,351.54
2006-03-07,281.9
2006-03-08,288.01
2006-03-09,326.18
2006-03-10,280.24
2006-03-11,299.85
2006-03-13,328.01
2006-03-14,326.64
2006-03-15,327.48
2006-03-16,325.28
2006-03-17,329.8
2006-03-20,332.34
2006-03-21,329.33
2006-03-22,329.76
2006-03-23,335.44
2006-03-24,340.58
2006-03-27,329.92
2006-03-28,326.8
2006-03-29,321.78
2006-03-30,329.88
2006-03-31,330.04
2006-04-01,310.76
2006-04-03,333.2
2006-04-04,332.29
2006-04-05,336.29
2006-04-06,336.29
2006-04-07,338.97
2006-04-08,285.96
2006-04-09,291.62
2006-04-10,278.25
2006-04-11,333.9
2006-04-12,330.77
2006-04-13,335.87
2006-04-14,329.25
2006-04-17,329.88
2006-04-18,329.75
2006-04-19,341.36
2006-04-20,338.86
2006-04-21,346.63
2006-04-24,349.37
2006-04-25,350.05
2006-04-26,347.69
2006-04-27,346.18
2006-04-28,339.25
2006-05-01,341.63
2006-05-02,340.21
2006-05-03,346.35
2006-05-04,346.07
2006-05-05,345.49
2006-05-06,302.66
2006-05-07,282.34
2006-05-08,349.71
2006-05-09,351.61
2006-05-10,283.75
2006-05-11,345.91
2006-05-12,298.33
2006-05-15,315.09
2006-05-16,314.95
2006-05-17,325.37
2006-05-18,308.01
2006-05-19,
2006-05-22,295.85
2006-05-23,276.32
2006-05-24,289.05
2006-05-25,289.6
2006-05-26,300.32
2006-05-29,308.02
2006-05-30,303.91
2006-05-31,299.03
2006-06-01,303.41
2006-06-02,334.28
2006-06-03,351.54
2006-06-04,336.29
2006-06-05,302.66
2006-06-06,300.75
2006-06-07,277.02
2006-06-08,291.86
2006-06-09,293.18
2006-06-10,282.95
2006-06-11,305.85
2006-06-12,283.76
2006-06-13,261.56
2006-06-14,263.69
2006-06-15,274.84
2006-06-16,281.27
2006-06-19,276.51
2006-06-20,274.18
2006-06-21,271.32
2006-06-22,274.13
2006-06-23,268.86
2006-06-26,260.68
2006-06-27,257.2
2006-06-28,264.02
2006-06-29,268.53
2006-06-30,281.98
2006-07-02,337.1
2006-07-03,332.87
2006-07-04,338.97
2006-07-05,282.34
2006-07-06,303.37
2006-07-07,284.6
2006-07-08,286.27
2006-07-09,291.54
2006-07-10,285.51
2006-07-11,309.14
2006-07-12,304.44
2006-07-13,272.86
2006-07-14,273.17
2006-07-17,261.89
2006-07-18,264.16
2006-07-19,269.59
2006-07-20,278.03
2006-07-21,276.91
2006-07-24,278.03
2006-07-25,278.09
2006-07-26,281.91
2006-07-27,288.0
2006-07-28,286.76
2006-07-31,288.73
2006-08-01,287.85
2006-08-02,333.07
2006-08-03,288.01
2006-08-04,285.96
2006-08-05,349.71
2006-08-06,291.86
2006-08-07,286.27
2006-08-08,288.89
2006-08-09,292.78
2006-08-10,291.21
2006-08-11,308.04
2006-08-12,306.46
2006-08-14,294.41
2006-08-15,291.38
2006-08-16,296.08
2006-08-17,300.41
2006-08-18,297.21
2006-08-21,291.95
2006-08-22,294.5
2006-08-23,291.79
2006-08-24,286.05
2006-08-25,287.24
2006-08-28,286.9
2006-08-29,288.4
2006-08-30,
2006-08-31,289.45
2006-09-01,288.66
2006-09-02,334.42
2006-09-03,326.18
2006-09-04,291.62
2006-09-05,351.61
2006-09-06,293.18
2006-09-07,291.54
2006-09-08,292.78
2006-09-10,280.91
2006-09-11,289.19
2006-09-12,289.68
2006-09-13,294.87
2006-09-14,292.89
2006-09-15,291.09
2006-09-18,296.52
2006-09-19,294.78
2006-09-20,294.53
2006-09-21,292.44
2006-09-22,280.04
2006-09-25,281.21
2006-09-26,281.06
2006-09-27,284.91
2006-09-28,283.76
2006-09-29,282.97
2006-10-01,
2006-10-02,336.9
2006-10-03,280.24
2006-10-04,339.52
2006-10-05,345.65
2006-10-06,282.95
2006-10-07,285.51
2006-10-08,291.21
2006-10-09,280.91
2006-10-10,285.37
2006-10-11,307.43
2006-10-12,286.73
2006-10-13,291.34
2006-10-16,292.57
2006-10-17,292.84
2006-10-18,293.63
2006-10-19,297.9
2006-10-20,300.64
2006-10-23,
2006-10-24,
2006-10-25,
2006-10-26,305.18
2006-10-27,304.19
2006-10-30,301.68
2006-10-31,303.47
2006-11-01,306.22
2006-11-02,304.26
2006-11-03,299.85
2006-11-04,333.9
2006-11-05,345.91
2006-11-06,305.85
2006-11-07,284.64
2006-11-08,308.04
2006-11-09,308.55
2006-11-10,307.43
2006-11-12,307.96
2006-11-13,307.36
2006-11-14,308.74
2006-11-15,311.24
2006-11-16,309.91
2006-11-17,307.2
2006-11-20,299.05
2006-11-21,303.31
2006-11-22,302.62
2006-11-23,298.84
2006-11-24,299.12
2006-11-27,298.81
2006-11-28,295.74
2006-11-29,298.06
2006-11-30,302.67
2006-12-01,
2006-12-04,330.77
2006-12-05,298.33
2006-12-06,283.76
2006-12-07,284.51
2006-12-08,306.46
2006-12-09,289.68
2006-12-10,286.73
2006-12-11,307.96
2006-12-12,310.01
2006-12-13,308.99
2006-12-14,311.2
2006-12-15,314.41
2006-12-18,314.43
2006-12-19,311.41
2006-12-20,311.62
2006-12-21,309.75
2006-12-22,309.41
2006-12-25,307.75
2006-12-26,306.97
2006-12-27,305.91
2006-12-28,309.22
2006-12-29,310.04
2007-01-01,
2007-01-02,
2007-01-03,337.68
2007-01-04,309.25
2007-01-05,306.12
2007-01-06,379.0
2007-01-08,299.64
2007-01-09,301.66
2007-01-10,412.16
2007-01-11,421.25
2007-01-12,298.79
2007-01-15,301.21
2007-01-16,305.34
2007-01-17,307.02
2007-01-18,309.73
2007-01-19,312.26
2007-01-22,316.02
2007-01-23,317.09
2007-01-24,321.25
2007-01-25,324.78
2007-01-26,322.94
2007-01-29,323.19
2007-01-30,320.43
2007-01-31,325.06
2007-02-01,
2007-02-02,336.22
2007-02-03,325.57
2007-02-04,356.29
2007-02-05,333.93
2007-02-06,336.15
2007-02-07,383.18
2007-02-08,331.5
2007-02-09,335.73
2007-02-10,421.07
2007-02-11,413.22
2007-02-12,337.48
2007-02-13,340.31
2007-02-14,348.75
2007-02-15,353.26
2007-02-16,349.74
2007-02-19,349.43
2007-02-20,349.07
2007-02-21,348.19
2007-02-22,345.66
2007-02-23,348.57
2007-02-26,352.22
2007-02-27,347.41
2007-02-28,334.67
2007-03-01,337.68
2007-03-02,325.57
2007-03-04,356.39
2007-03-05,363.7
2007-03-06,325.96
2007-03-07,387.02
2007-03-08,335.11
2007-03-09,334.99
2007-03-10,413.72
2007-03-12,342.05
2007-03-13,342.26
2007-03-14,328.76
2007-03-15,337.68
2007-03-16,335.17
2007-03-19,339.93
2007-03-20,340.89
2007-03-21,340.39
2007-03-22,347.65
2007-03-23,347.78
2007-03-26,344.94
2007-03-27,346.47
2007-03-28,350.37
2007-03-29,352.59
2007-03-30,355.92
2007-04-01,309.25
2007-04-02,356.29
2007-04-03,356.39
2007-04-04,359.87
2007-04-05,360.66
2007-04-06,377.67
2007-04-07,388.03
2007-04-09,389.86
2007-04-10,416.15
2007-04-11,366.91
2007-04-12,393.42
2007-04-13,363.87
2007-04-16,367.64
2007-04-17,367.36
2007-04-18,366.88
2007-04-19,361.53
2007-04-20,369.08
2007-04-23,
2007-04-24,367.25
2007-04-25,370.87
2007-04-26,374.68
2007-04-27,373.58
2007-04-30,344.95
2007-05-01,306.12
2007-05-02,357.1
2007-05-03,363.7
2007-05-04,361.02
2007-05-06,376.76
2007-05-07,369.5
2007-05-08,366.59
2007-05-09,394.45
2007-05-10,422.5
2007-05-11,366.15
2007-05-12,393.32
2007-05-14,373.42
2007-05-15,375.65
2007-05-16,374.08
2007-05-17,381.74
2007-05-18,382.68
2007-05-21,383.52
2007-05-22,385.21
2007-05-23,381.15
2007-05-24,379.53
2007-05-25,379.07
2007-05-28,384.16
2007-05-29,386.91
2007-05-30,385.6
2007-05-31,378.1
2007-06-01,379.0
2007-06-02,336.15
2007-06-03,325.96
2007-06-04,377.67
2007-06-05,376.76
2007-06-06,375.55
2007-06-07,391.51
2007-06-08,391.24
2007-06-09,389.34
2007-06-11,411.25
2007-06-12,370.09
2007-06-13,363.07
2007-06-14,369.71
2007-06-15,372.93
2007-06-18,378.2
2007-06-19,378.11
2007-06-20,377.61
2007-06-21,374.83
2007-06-22,373.17
2007-06-25,370.06
2007-06-26,372.16
2007-06-27,375.46
2007-06-28,373.91
2007-06-29,375.37
2007-07-02,331.86
2007-07-03,332.63
2007-07-04,388.03
2007-07-05,369.5
2007-07-06,371.57
2007-07-08,398.66
2007-07-09,389.64
2007-07-10,399.0
2007-07-11,395.65
2007-07-12,403.07
2007-07-13,409.38
2007-07-16,408.15
2007-07-17,405.07
2007-07-18,399.12
2007-07-19,405.01
2007-07-20,402.58
2007-07-23,409.57
2007-07-24,420.95
2007-07-25,415.06
2007-07-26,416.98
2007-07-27,403.65
2007-07-30,401.14
2007-07-31,404.19
2007-08-01,299.64
2007-08-02,331.5
2007-08-03,335.11
2007-08-05,366.59
2007-08-06,391.24
2007-08-07,398.66
2007-08-08,402.28
2007-08-09,404.79
2007-08-10,425.98
2007-08-11,402.84
2007-08-13,393.83
2007-08-14,394.84
2007-08-15,385.69
2007-08-16,362.33
2007-08-17,359.58
2007-08-20,371.71
2007-08-21,364.29
2007-08-22,370.76
2007-08-23,376.89
2007-08-24,374.21
2007-08-27,374.14
2007-08-28,378.34
2007-08-29,379.79
2007-08-30,
2007-08-31,387.87
2007-09-01,301.66
2007-09-02,335.73
2007-09-03,390.96
2007-09-04,389.86
2007-09-05,394.45
2007-09-06,389.34
2007-09-07,389.64
2007-09-08,404.79
2007-09-10,423.26
2007-09-11,387.56
2007-09-12,391.98
2007-09-13,392.66
2007-09-14,395.85
2007-09-17,392.75
2007-09-18,393.73
2007-09-19,404.45
2007-09-20,408.94
2007-09-21,411.67
2007-09-24,415.43
2007-09-25,412.87
2007-09-26,414.26
2007-09-27,415.77
2007-09-28,418.36
2007-10-01,412.16
2007-10-02,421.07
2007-10-03,413.72
2007-10-04,416.15
2007-10-05,422.5
2007-10-07,399.0
2007-10-08,425.98
2007-10-09,423.26
2007-10-10,425.06
2007-10-11,425.04
2007-10-12,402.99
2007-10-15,422.47
2007-10-16,419.34
2007-10-17,420.37
2007-10-18,422.94
2007-10-19,419.7
2007-10-22,400.88
2007-10-23,409.68
2007-10-24,408.21
2007-10-25,410.8
2007-10-26,413.24
2007-10-29,
2007-10-30,418.45
2007-10-31,419.04
2007-11-01,296.14
2007-11-02,413.22
2007-11-04,366.91
2007-11-05,411.99
2007-11-06,368.76
2007-11-07,408.16
2007-11-08,402.84
2007-11-09,387.56
2007-11-10,425.04
2007-11-12,398.01
2007-11-13,396.33
2007-11-14,403.95
2007-11-15,401.99
2007-11-16,399.95
2007-11-19,399.21
2007-11-20,391.95
2007-11-21,389.97
2007-11-22,385.23
2007-11-23,390.47
2007-11-26,389.53
2007-11-27,385.01
2007-11-28,390.38
2007-11-29,392.53
2007-11-30,393.83
2007-12-01,298.79
2007-12-02,337.48
2007-12-03,342.05
2007-12-04,393.42
2007-12-05,393.32
2007-12-06,370.09
2007-12-07,403.82
2007-12-09,391.98
2007-12-10,
2007-12-11,398.01
2007-12-12,400.83
2007-12-13,402.98
2007-12-14,401.36
2007-12-17,393.43
2007-12-18,391.64
2007-12-19,392.84
2007-12-20,
2007-12-21,
2007-12-24,396.34
2007-12-25,400.33
2007-12-26,403.26
2007-12-27,401.76
2007-12-28,401.83
2007-12-31,404.26
2008-01-01,
2008-01-02,401.29
2008-01-03,397.54
2008-01-04,335.56
2008-01-05,367.12
2008-01-07,390.65
2008-01-08,394.79
2008-01-09,394.52
2008-01-10,
2008-01-11,398.39
2008-01-12,189.51
2008-01-14,395.1
2008-01-15,391.79
2008-01-16,376.21
2008-01-17,370.78
2008-01-18,365.28
2008-01-21,355.59
2008-01-22,331.42
2008-01-23,336.69
2008-01-24,325.19
2008-01-25,340.59
2008-01-28,328.42
2008-01-29,333.13
2008-01-30,335.54
2008-01-31,331.52
2008-02-01,401.29
2008-02-04,347.73
2008-02-05,365.74
2008-02-06,332.89
2008-02-07,313.98
2008-02-08,328.99
2008-02-09,328.81
2008-02-10,
2008-02-11,323.11
2008-02-12,323.49
2008-02-13,334.25
2008-02-14,341.33
2008-02-15,341.27
2008-02-18,342.67
2008-02-19,346.25
2008-02-20,351.58
2008-02-21,355.66
2008-02-22,355.71
2008-02-25,360.12
2008-02-26,360.89
2008-02-27,366.19
2008-02-28,368.43
2008-02-29,366.87
2008-03-01,397.54
2008-03-03,349.46
2008-03-04,343.3
2008-03-05,347.99
2008-03-06,353.87
2008-03-07,342.6
2008-03-09,331.79
2008-03-10,269.79
2008-03-11,348.46
2008-03-12,183.08
2008-03-13,350.88
2008-03-14,355.06
2008-03-17,327.22
2008-03-18,331.37
2008-03-19,336.56
2008-03-20,338.13
2008-03-21,339.17
2008-03-24,336.22
2008-03-25,342.53
2008-03-26,340.64
2008-03-27,342.62
2008-03-28,340.49
2008-03-31,326.88
2008-04-01,398.16
2008-04-02,346.04
2008-04-03,343.3
2008-04-04,342.4
2008-04-06,353.37
2008-04-07,350.92
2008-04-08,351.44
2008-04-09,327.95
2008-04-10,352.02
2008-04-11,356.31
2008-04-12,185.85
2008-04-14,346.71
2008-04-15,348.33
2008-04-16,349.47
2008-04-17,351.51
2008-04-18,351.21
2008-04-21,359.12
2008-04-22,362.26
2008-04-23,
2008-04-24,364.39
2008-04-25,367.73
2008-04-28,366.18
2008-04-29,364.67
2008-04-30,359.78
2008-05-01,367.12
2008-05-02,349.15
2008-05-03,347.99
2008-05-05,369.7
2008-05-06,358.73
2008-05-07,369.68
2008-05-08,365.95
2008-05-09,368.82
2008-05-11,224.31
2008-05-12,184.46
2008-05-13,373.86
2008-05-14,377.23
2008-05-15,377.41
2008-05-16,381.05
2008-05-19,
2008-05-20,378.0
2008-05-21,369.81
2008-05-22,366.32
2008-05-23,366.99
2008-05-26,359.57
2008-05-27,362.25
2008-05-28,358.84
2008-05-29,353.81
2008-05-30,354.8
2008-06-02,332.89
2008-06-03,353.87
2008-06-04,353.37
2008-06-05,370.8
2008-06-06,356.7
2008-06-08,367.67
2008-06-09,349.14
2008-06-10,259.44
2008-06-11,214.06
2008-06-12,340.06
2008-06-13,340.23
2008-06-16,347.5
2008-06-17,353.93
2008-06-18,350.18
2008-06-19,344.08
2008-06-20,346.85
2008-06-23,340.22
2008-06-24,334.95
2008-06-25,338.6
2008-06-26,339.18
2008-06-27,332.02
2008-06-30,333.12
2008-07-01,390.65
2008-07-02,332.81
2008-07-03,342.6
2008-07-04,350.92
2008-07-05,369.68
2008-07-07,317.63
2008-07-08,362.0
2008-07-09,324.53
2008-07-10,256.16
2008-07-11,214.07
2008-07-14,325.6
2008-07-15,325.13
2008-07-16,325.57
2008-07-17,334.91
2008-07-18,337.39
2008-07-21,337.89
2008-07-22,336.19
2008-07-23,341.24
2008-07-24,341.69
2008-07-25,336.53
2008-07-28,332.14
2008-07-29,327.48
2008-07-30,342.79
2008-07-31,353.28
2008-08-01,394.79
2008-08-02,328.99
2008-08-04,351.44
2008-08-05,370.95
2008-08-06,367.67
2008-08-07,316.9
2008-08-08,351.33
2008-08-09,330.4
2008-08-10,241.72
2008-08-11,348.44
2008-08-12,346.26
2008-08-13,347.18
2008-08-14,349.66
2008-08-15,351.74
2008-08-18,351.51
2008-08-19,347.83
2008-08-20,340.9
2008-08-21,338.79
2008-08-22,343.02
2008-08-25,346.14
2008-08-26,342.16
2008-08-27,340.31
2008-08-28,336.88
2008-08-29,340.03
2008-09-01,394.52
2008-09-02,328.81
2008-09-03,331.79
2008-09-04,352.61
2008-09-05,368.82
2008-09-06,349.14
2008-09-07,324.53
2008-09-08,330.4
2008-09-09,327.25
2008-09-10,320.8
2008-09-11,310.77
2008-09-12,
2008-09-15,290.48
2008-09-16,282.88
2008-09-17,286.05
2008-09-18,263.3
2008-09-19,282.9
2008-09-22,289.62
2008-09-23,284.77
2008-09-24,283.78
2008-09-25,282.87
2008-09-26,284.84
2008-09-29,285.73
2008-09-30,
2008-10-01,
2008-10-02,
2008-10-03,342.14
2008-10-04,352.02
2008-10-06,343.32
2008-10-07,256.16
2008-10-08,241.72
2008-10-09,320.8
2008-10-10,228.18
2008-10-11,214.25
2008-10-12,
2008-10-13,233.56
2008-10-14,239.81
2008-10-15,237.86
2008-10-16,225.97
2008-10-17,221.01
2008-10-20,221.06
2008-10-21,226.63
2008-10-22,217.63
2008-10-23,206.64
2008-10-24,197.47
2008-10-27,194.09
2008-10-28,200.96
2008-10-29,
2008-10-30,213.38
2008-10-31,212.28
2008-11-01,398.39
2008-11-02,323.11
2008-11-03,224.41
2008-11-04,223.49
2008-11-05,224.31
2008-11-06,214.06
