Tarih,TP_MK_F_HIZMET
2004-06-03,97.19
2004-06-04,101.42
2004-06-05,96.92
2004-06-07,104.8
2004-06-08,100.54
2004-06-09,100.98
2004-06-10,101.07
2004-06-11,101.36
2004-06-12,133.97
2004-06-14,99.5
2004-06-15,99.66
2004-06-16,100.69
2004-06-17,99.92
2004-06-18,98.85
2004-06-21,98.52
2004-06-22,99.42
2004-06-23,96.95
2004-06-24,97.93
2004-06-25,99.91
2004-06-28,100.17
2004-06-29,101.12
2004-06-30,101.61
2004-07-01,100.04
2004-07-02,105.18
2004-07-04,112.32
2004-07-05,105.2
2004-07-06,104.8
2004-07-07,102.92
2004-07-08,103.41
2004-07-09,106.11
2004-07-10,118.43
2004-07-12,132.53
2004-07-13,103.97
2004-07-14,103.93
2004-07-15,103.71
2004-07-16,105.67
2004-07-19,105.59
2004-07-20,106.18
2004-07-21,105.39
2004-07-22,101.92
2004-07-23,101.45
2004-07-26,101.96
2004-07-27,100.81
2004-07-28,101.8
2004-07-29,101.76
2004-07-30,102.74
2004-08-01,103.38
2004-08-02,103.85
2004-08-03,105.07
2004-08-04,109.21
2004-08-05,101.86
2004-08-06,102.42
2004-08-07,103.41
2004-08-09,110.95
2004-08-10,121.67
2004-08-11,99.39
2004-08-12,131.0
2004-08-13,96.58
2004-08-16,96.34
2004-08-17,97.13
2004-08-18,97.93
2004-08-19,99.24
2004-08-20,98.88
2004-08-23,98.64
2004-08-24,99.46
2004-08-25,100.17
2004-08-26,99.16
2004-08-27,100.27
2004-08-30,
2004-08-31,101.26
2004-09-01,101.47
2004-09-02,93.62
2004-09-03,105.79
2004-09-04,110.29
2004-09-06,103.73
2004-09-07,102.23
2004-09-08,100.29
2004-09-09,109.71
2004-09-10,110.76
2004-09-11,126.58
2004-09-12,129.53
2004-09-13,109.11
2004-09-14,111.15
2004-09-15,113.31
2004-09-16,113.26
2004-09-17,112.75
2004-09-20,106.04
2004-09-21,108.44
2004-09-22,111.44
2004-09-23,111.99
2004-09-24,116.43
2004-09-27,114.23
2004-09-28,112.95
2004-09-29,115.35
2004-09-30,113.42
2004-10-01,112.72
2004-10-02,96.09
2004-10-03,104.65
2004-10-04,113.68
2004-10-05,93.1
2004-10-06,101.07
2004-10-07,118.43
2004-10-08,121.67
2004-10-09,110.76
2004-10-11,128.69
2004-10-12,123.21
2004-10-13,122.84
2004-10-14,123.5
2004-10-15,125.45
2004-10-18,123.21
2004-10-19,122.22
2004-10-20,122.1
2004-10-21,121.54
2004-10-22,122.45
2004-10-25,122.66
2004-10-26,124.11
2004-10-27,129.15
2004-10-28,132.75
2004-10-29,
2004-11-01,133.13
2004-11-02,96.85
2004-11-03,104.97
2004-11-04,132.56
2004-11-05,95.01
2004-11-06,101.36
2004-11-08,128.25
2004-11-09,126.58
2004-11-10,124.68
2004-11-11,127.36
2004-11-12,126.22
2004-11-15,
2004-11-16,
2004-11-17,129.86
2004-11-18,132.01
2004-11-19,132.67
2004-11-22,132.37
2004-11-23,134.0
2004-11-24,135.36
2004-11-25,136.55
2004-11-26,136.45
2004-11-29,133.87
2004-11-30,130.51
2004-12-01,131.81
2004-12-02,133.07
2004-12-03,134.74
2004-12-04,108.28
2004-12-05,96.26
2004-12-06,133.97
2004-12-07,132.53
2004-12-08,97.04
2004-12-09,129.53
2004-12-10,129.2
2004-12-11,126.22
2004-12-13,131.93
2004-12-14,132.96
2004-12-15,130.55
2004-12-16,131.98
2004-12-17,130.62
2004-12-20,133.64
2004-12-21,136.27
2004-12-22,136.1
2004-12-23,136.71
2004-12-24,136.74
2004-12-27,135.87
2004-12-28,138.11
2004-12-29,140.02
2004-12-30,
2004-12-31,
2005-01-02,144.73
2005-01-03,144.69
2005-01-04,144.76
2005-01-05,139.75
2005-01-06,140.02
2005-01-07,142.4
2005-01-08,149.06
2005-01-09,154.69
2005-01-10,143.92
2005-01-11,146.62
2005-01-12,177.46
2005-01-13,148.6
2005-01-14,148.1
2005-01-17,149.97
2005-01-18,151.33
2005-01-19,151.05
2005-01-20,
2005-01-21,
2005-01-24,149.51
2005-01-25,144.81
2005-01-26,146.1
2005-01-27,145.6
2005-01-28,146.38
2005-01-31,143.48
2005-02-01,144.73
2005-02-02,145.68
2005-02-03,143.54
2005-02-04,140.92
2005-02-05,133.13
2005-02-06,140.9
2005-02-07,144.1
2005-02-08,148.72
2005-02-09,143.84
2005-02-10,140.32
2005-02-11,164.8
2005-02-12,181.42
2005-02-14,141.43
2005-02-15,141.42
2005-02-16,142.93
2005-02-17,141.79
2005-02-18,139.36
2005-02-21,141.76
2005-02-22,142.03
2005-02-23,139.13
2005-02-24,140.37
2005-02-25,142.35
2005-02-28,144.54
2005-03-01,144.04
2005-03-02,143.54
2005-03-03,142.82
2005-03-04,142.23
2005-03-05,133.22
2005-03-06,139.61
2005-03-07,143.19
2005-03-08,149.97
2005-03-09,143.79
2005-03-10,141.37
2005-03-11,
2005-03-14,140.0
2005-03-15,138.85
2005-03-16,135.51
2005-03-17,132.48
2005-03-18,131.42
2005-03-21,129.74
2005-03-22,129.95
2005-03-23,129.94
2005-03-24,134.49
2005-03-25,141.73
2005-03-28,140.54
2005-03-29,135.52
2005-03-30,135.7
2005-03-31,138.13
2005-04-01,141.51
2005-04-02,140.92
2005-04-03,142.23
2005-04-04,140.56
2005-04-05,139.2
2005-04-06,141.18
2005-04-07,139.46
2005-04-08,150.22
2005-04-10,162.64
2005-04-11,137.55
2005-04-12,137.56
2005-04-13,134.05
2005-04-14,135.32
2005-04-15,129.5
2005-04-18,124.06
2005-04-19,126.66
2005-04-20,132.92
2005-04-21,131.98
2005-04-22,136.34
2005-04-25,138.04
2005-04-26,137.61
2005-04-27,134.61
2005-04-28,133.21
2005-04-29,131.67
2005-05-01,139.75
2005-05-02,133.13
2005-05-03,133.22
2005-05-04,139.2
2005-05-05,136.96
2005-05-06,139.82
2005-05-07,140.47
2005-05-08,151.68
2005-05-09,137.86
2005-05-10,163.06
2005-05-11,136.89
2005-05-12,184.85
2005-05-13,141.28
2005-05-16,141.7
2005-05-17,140.26
2005-05-18,139.26
2005-05-19,
2005-05-20,142.18
2005-05-23,137.89
2005-05-24,139.17
2005-05-25,138.11
2005-05-26,136.28
2005-05-27,135.67
2005-05-30,136.9
2005-05-31,141.18
2005-06-01,140.0
2005-06-02,140.9
2005-06-03,139.61
2005-06-04,141.18
2005-06-05,139.82
2005-06-06,139.98
2005-06-07,138.71
2005-06-08,139.56
2005-06-09,140.18
2005-06-10,140.46
2005-06-12,186.26
2005-06-13,141.65
2005-06-14,141.95
2005-06-15,141.4
2005-06-16,142.38
2005-06-17,143.81
2005-06-20,142.32
2005-06-21,143.55
2005-06-22,142.18
2005-06-23,142.83
2005-06-24,140.55
2005-06-27,139.94
2005-06-28,138.88
2005-06-29,139.23
2005-06-30,139.26
2005-07-01,142.4
2005-07-02,144.1
2005-07-03,143.19
2005-07-04,140.9
2005-07-05,140.47
2005-07-06,140.48
2005-07-07,140.49
2005-07-08,140.36
2005-07-09,154.81
2005-07-10,160.47
2005-07-11,165.24
2005-07-12,140.95
2005-07-13,141.91
2005-07-14,142.84
2005-07-15,144.44
2005-07-18,144.68
2005-07-19,143.11
2005-07-20,148.62
2005-07-21,148.29
2005-07-22,148.78
2005-07-25,149.0
2005-07-26,148.57
2005-07-27,146.77
2005-07-28,148.36
2005-07-29,148.83
2005-08-01,149.06
2005-08-02,148.72
2005-08-03,149.97
2005-08-04,139.83
2005-08-05,151.68
2005-08-06,139.56
2005-08-07,140.36
2005-08-08,150.65
2005-08-09,156.67
2005-08-10,149.0
2005-08-11,148.27
2005-08-12,182.04
2005-08-15,142.9
2005-08-16,145.19
2005-08-17,142.5
2005-08-18,145.47
2005-08-19,145.94
2005-08-22,148.25
2005-08-23,148.82
2005-08-24,149.1
2005-08-25,149.25
2005-08-26,150.68
2005-08-29,150.48
2005-08-30,
2005-08-31,152.14
2005-09-01,154.69
2005-09-02,143.84
2005-09-03,143.79
2005-09-05,137.86
2005-09-06,156.99
2005-09-07,154.81
2005-09-08,148.9
2005-09-09,159.29
2005-09-11,165.29
2005-09-12,181.35
2005-09-13,162.52
2005-09-14,161.16
2005-09-15,163.69
2005-09-16,167.19
2005-09-19,167.42
2005-09-20,167.02
2005-09-21,166.4
2005-09-22,163.01
2005-09-23,160.49
2005-09-26,161.76
2005-09-27,160.21
2005-09-28,157.17
2005-09-29,156.68
2005-09-30,157.39
2005-10-01,143.92
2005-10-02,140.32
2005-10-03,141.37
2005-10-04,162.64
2005-10-05,138.95
2005-10-06,140.46
2005-10-07,160.47
2005-10-08,149.0
2005-10-10,162.44
2005-10-11,168.21
2005-10-12,162.34
2005-10-13,159.89
2005-10-14,158.66
2005-10-17,158.38
2005-10-18,159.69
2005-10-19,154.3
2005-10-20,156.07
2005-10-21,157.33
2005-10-24,158.37
2005-10-25,158.92
2005-10-26,156.91
2005-10-27,153.91
2005-10-28,153.39
2005-10-31,157.09
2005-11-01,146.62
2005-11-02,140.53
2005-11-03,
2005-11-04,137.55
2005-11-05,136.89
2005-11-07,165.24
2005-11-08,148.27
2005-11-09,165.29
2005-11-10,162.67
2005-11-11,169.12
2005-11-14,167.62
2005-11-15,168.17
2005-11-16,166.57
2005-11-17,169.63
2005-11-18,169.54
2005-11-21,171.97
2005-11-22,173.46
2005-11-23,174.6
2005-11-24,177.92
2005-11-25,180.9
2005-11-28,175.69
2005-11-29,174.03
2005-11-30,177.65
2005-12-01,147.08
2005-12-02,181.42
2005-12-04,137.56
2005-12-05,139.28
2005-12-06,186.26
2005-12-07,140.95
2005-12-08,182.04
2005-12-09,181.35
2005-12-10,162.34
2005-12-12,182.36
2005-12-13,180.12
2005-12-14,178.39
2005-12-15,177.64
2005-12-16,176.79
2005-12-19,179.16
2005-12-20,177.34
2005-12-21,177.01
2005-12-22,177.6
2005-12-23,178.78
2005-12-26,181.28
2005-12-27,179.84
2005-12-28,178.74
2005-12-29,181.51
2005-12-30,181.24
2006-01-02,197.18
2006-01-03,213.86
2006-01-04,182.89
2006-01-05,182.82
2006-01-06,186.0
2006-01-08,191.95
2006-01-09,200.37
2006-01-10,
2006-01-11,
2006-01-12,
2006-01-13,
2006-01-16,183.68
2006-01-17,183.92
2006-01-18,179.49
2006-01-19,181.05
2006-01-20,189.02
2006-01-23,189.24
2006-01-24,189.2
2006-01-25,189.95
2006-01-26,192.15
2006-01-27,193.83
2006-01-30,193.7
2006-01-31,196.23
2006-02-01,197.18
2006-02-02,200.77
2006-02-03,201.37
2006-02-05,206.86
2006-02-06,203.35
2006-02-07,208.5
2006-02-08,188.29
2006-02-09,205.0
2006-02-10,212.45
2006-02-11,223.07
2006-02-13,204.88
2006-02-14,199.52
2006-02-15,200.09
2006-02-16,205.1
2006-02-17,211.61
2006-02-20,211.47
2006-02-21,215.22
2006-02-22,213.06
2006-02-23,214.15
2006-02-24,214.12
2006-02-27,214.37
2006-02-28,217.55
2006-03-01,213.86
2006-03-02,201.37
2006-03-03,217.09
2006-03-04,202.38
2006-03-05,209.57
2006-03-06,216.15
2006-03-07,196.57
2006-03-08,188.73
2006-03-09,203.8
2006-03-10,216.02
2006-03-11,219.96
2006-03-13,206.06
2006-03-14,206.14
2006-03-15,207.33
2006-03-16,206.27
2006-03-17,210.81
2006-03-20,212.62
2006-03-21,208.55
2006-03-22,207.48
2006-03-23,209.45
2006-03-24,209.29
2006-03-27,200.91
2006-03-28,198.0
2006-03-29,195.04
2006-03-30,201.9
2006-03-31,201.34
2006-04-01,182.89
2006-04-03,202.38
2006-04-04,202.12
2006-04-05,204.46
2006-04-06,203.05
2006-04-07,199.89
2006-04-08,189.07
2006-04-09,203.64
2006-04-10,211.81
2006-04-11,198.04
2006-04-12,195.8
2006-04-13,199.44
2006-04-14,197.26
2006-04-17,196.71
2006-04-18,196.46
2006-04-19,201.9
2006-04-20,200.14
2006-04-21,203.51
2006-04-24,206.1
2006-04-25,206.84
2006-04-26,208.05
2006-04-27,208.8
2006-04-28,207.43
2006-05-01,207.98
2006-05-02,206.86
2006-05-03,209.57
2006-05-04,209.84
2006-05-05,208.29
2006-05-06,185.82
2006-05-07,193.86
2006-05-08,211.23
2006-05-09,213.02
2006-05-10,215.19
2006-05-11,211.77
2006-05-12,208.55
2006-05-15,197.2
2006-05-16,195.58
2006-05-17,203.36
2006-05-18,195.45
2006-05-19,
2006-05-22,186.07
2006-05-23,176.85
2006-05-24,182.01
2006-05-25,177.77
2006-05-26,186.0
2006-05-29,188.13
2006-05-30,184.58
2006-05-31,184.21
2006-06-01,186.46
2006-06-02,203.35
2006-06-03,216.15
2006-06-04,203.05
2006-06-05,185.82
2006-06-06,186.94
2006-06-07,188.55
2006-06-08,180.39
2006-06-09,204.32
2006-06-10,214.95
2006-06-11,220.94
2006-06-12,181.3
2006-06-13,166.35
2006-06-14,172.78
2006-06-15,179.49
2006-06-16,189.02
2006-06-19,185.1
2006-06-20,186.46
2006-06-21,184.85
2006-06-22,189.99
2006-06-23,184.92
2006-06-26,179.82
2006-06-27,176.9
2006-06-28,178.15
2006-06-29,184.2
2006-06-30,191.44
2006-07-02,208.5
2006-07-03,208.5
2006-07-04,199.89
2006-07-05,193.86
2006-07-06,188.91
2006-07-07,191.93
2006-07-08,189.91
2006-07-09,204.96
2006-07-10,191.31
2006-07-11,223.54
2006-07-12,212.92
2006-07-13,181.93
2006-07-14,181.58
2006-07-17,175.37
2006-07-18,177.31
2006-07-19,181.27
2006-07-20,186.3
2006-07-21,185.78
2006-07-24,186.03
2006-07-25,186.69
2006-07-26,187.62
2006-07-27,191.87
2006-07-28,192.64
2006-07-31,193.1
2006-08-01,191.95
2006-08-02,203.61
2006-08-03,188.73
2006-08-04,189.07
2006-08-05,211.23
2006-08-06,180.39
2006-08-07,189.91
2006-08-08,193.97
2006-08-09,206.24
2006-08-10,192.63
2006-08-11,222.61
2006-08-12,214.89
2006-08-14,199.4
2006-08-15,197.0
2006-08-16,201.62
2006-08-17,203.08
2006-08-18,200.65
2006-08-21,197.79
2006-08-22,198.1
2006-08-23,198.43
2006-08-24,194.49
2006-08-25,195.15
2006-08-28,196.0
2006-08-29,196.76
2006-08-30,
2006-08-31,197.72
2006-09-01,200.37
2006-09-02,205.0
2006-09-03,203.8
2006-09-04,203.64
2006-09-05,213.02
2006-09-06,204.32
2006-09-07,204.96
2006-09-08,206.24
2006-09-10,215.23
2006-09-11,204.56
2006-09-12,205.11
2006-09-13,207.59
2006-09-14,208.34
2006-09-15,207.39
2006-09-18,214.52
2006-09-19,211.48
2006-09-20,214.17
2006-09-21,212.43
2006-09-22,205.49
2006-09-25,207.8
2006-09-26,208.72
2006-09-27,211.78
2006-09-28,211.57
2006-09-29,212.11
2006-10-01,
2006-10-02,204.84
2006-10-03,216.02
2006-10-04,198.4
2006-10-05,210.0
2006-10-06,214.95
2006-10-07,191.31
2006-10-08,192.63
2006-10-09,215.23
2006-10-10,219.07
2006-10-11,218.23
2006-10-12,218.33
2006-10-13,221.05
2006-10-16,219.02
2006-10-17,218.79
2006-10-18,219.45
2006-10-19,220.94
2006-10-20,223.24
2006-10-23,
2006-10-24,
2006-10-25,
2006-10-26,225.19
2006-10-27,224.18
2006-10-30,221.26
2006-10-31,222.39
2006-11-01,223.58
2006-11-02,223.07
2006-11-03,219.96
2006-11-04,198.04
2006-11-05,211.77
2006-11-06,220.94
2006-11-07,191.57
2006-11-08,222.61
2006-11-09,222.33
2006-11-10,218.23
2006-11-12,214.74
2006-11-13,219.5
2006-11-14,219.37
2006-11-15,218.41
2006-11-16,215.28
2006-11-17,211.2
2006-11-20,207.87
2006-11-21,210.12
2006-11-22,209.7
2006-11-23,208.07
2006-11-24,205.67
2006-11-27,207.89
2006-11-28,202.98
2006-11-29,205.56
2006-11-30,208.7
2006-12-01,
2006-12-04,195.8
2006-12-05,208.55
2006-12-06,181.3
2006-12-07,191.7
2006-12-08,214.89
2006-12-09,205.11
2006-12-10,218.33
2006-12-11,214.74
2006-12-12,216.4
2006-12-13,213.37
2006-12-14,214.43
2006-12-15,218.29
2006-12-18,220.19
2006-12-19,217.29
2006-12-20,216.37
2006-12-21,214.96
2006-12-22,215.78
2006-12-25,216.64
2006-12-26,216.6
2006-12-27,216.81
2006-12-28,220.45
2006-12-29,222.36
2007-01-01,
2007-01-02,
2007-01-03,229.25
2007-01-04,219.55
2007-01-05,216.91
2007-01-06,261.43
2007-01-08,214.4
2007-01-09,217.63
2007-01-10,294.95
2007-01-11,311.65
2007-01-12,221.53
2007-01-15,220.85
2007-01-16,222.29
2007-01-17,223.52
2007-01-18,228.87
2007-01-19,231.75
2007-01-22,235.44
2007-01-23,232.65
2007-01-24,233.6
2007-01-25,233.05
2007-01-26,234.73
2007-01-29,234.23
2007-01-30,232.48
2007-01-31,236.53
2007-02-01,
2007-02-02,237.95
2007-02-03,222.74
2007-02-04,230.91
2007-02-05,236.13
2007-02-06,236.19
2007-02-07,277.54
2007-02-08,233.56
2007-02-09,235.63
2007-02-10,304.74
2007-02-11,309.68
2007-02-12,235.11
2007-02-13,235.29
2007-02-14,236.17
2007-02-15,235.99
2007-02-16,236.36
2007-02-19,237.71
2007-02-20,237.42
2007-02-21,232.92
2007-02-22,233.2
2007-02-23,231.21
2007-02-26,231.9
2007-02-27,229.17
2007-02-28,226.56
2007-03-01,229.25
2007-03-02,222.74
2007-03-04,234.86
2007-03-05,242.16
2007-03-06,220.85
2007-03-07,280.87
2007-03-08,227.48
2007-03-09,226.17
2007-03-10,299.24
2007-03-12,228.93
2007-03-13,229.84
2007-03-14,223.41
2007-03-15,225.48
2007-03-16,224.86
2007-03-19,224.7
2007-03-20,225.69
2007-03-21,226.86
2007-03-22,231.03
2007-03-23,230.04
2007-03-26,232.66
2007-03-27,231.68
2007-03-28,229.79
2007-03-29,229.85
2007-03-30,231.44
2007-04-01,219.55
2007-04-02,230.91
2007-04-03,234.86
2007-04-04,239.21
2007-04-05,240.97
2007-04-06,263.2
2007-04-07,279.63
2007-04-09,280.14
2007-04-10,301.91
2007-04-11,244.12
2007-04-12,334.28
2007-04-13,241.15
2007-04-16,241.12
2007-04-17,246.38
2007-04-18,248.94
2007-04-19,244.43
2007-04-20,246.95
2007-04-23,
2007-04-24,246.39
2007-04-25,248.17
2007-04-26,252.95
2007-04-27,250.27
2007-04-30,233.14
2007-05-01,216.91
2007-05-02,242.65
2007-05-03,242.16
2007-05-04,242.86
2007-05-06,263.02
2007-05-07,244.02
2007-05-08,240.05
2007-05-09,283.49
2007-05-10,306.33
2007-05-11,241.24
2007-05-12,336.38
2007-05-14,243.86
2007-05-15,242.12
2007-05-16,242.5
2007-05-17,246.26
2007-05-18,246.99
2007-05-21,250.91
2007-05-22,254.72
2007-05-23,255.31
2007-05-24,256.06
2007-05-25,253.78
2007-05-28,255.73
2007-05-29,253.84
2007-05-30,254.03
2007-05-31,259.1
2007-06-01,261.43
2007-06-02,236.19
2007-06-03,220.85
2007-06-04,263.2
2007-06-05,263.02
2007-06-06,260.86
2007-06-07,279.52
2007-06-08,277.84
2007-06-09,280.14
2007-06-11,314.04
2007-06-12,252.06
2007-06-13,247.28
2007-06-14,253.23
2007-06-15,254.75
2007-06-18,260.0
2007-06-19,259.99
2007-06-20,260.35
2007-06-21,261.75
2007-06-22,263.5
2007-06-25,261.54
2007-06-26,263.51
2007-06-27,261.63
2007-06-28,263.69
2007-06-29,266.62
2007-07-02,236.93
2007-07-03,226.4
2007-07-04,279.63
2007-07-05,244.02
2007-07-06,255.4
2007-07-08,282.08
2007-07-09,278.93
2007-07-10,288.84
2007-07-11,277.02
2007-07-12,350.9
2007-07-13,283.35
2007-07-16,281.11
2007-07-17,277.95
2007-07-18,276.54
2007-07-19,279.63
2007-07-20,281.78
2007-07-23,288.73
2007-07-24,296.46
2007-07-25,284.85
2007-07-26,283.3
2007-07-27,275.2
2007-07-30,277.77
2007-07-31,283.42
2007-08-01,214.4
2007-08-02,233.56
2007-08-03,227.48
2007-08-05,240.05
2007-08-06,277.84
2007-08-07,282.08
2007-08-08,285.39
2007-08-09,288.75
2007-08-10,310.66
2007-08-11,310.76
2007-08-13,272.89
2007-08-14,275.42
2007-08-15,270.16
2007-08-16,254.71
2007-08-17,257.68
2007-08-20,262.16
2007-08-21,257.34
2007-08-22,263.25
2007-08-23,269.13
2007-08-24,265.23
2007-08-27,270.12
2007-08-28,272.48
2007-08-29,271.1
2007-08-30,
2007-08-31,282.74
2007-09-01,217.63
2007-09-02,235.63
2007-09-03,281.5
2007-09-04,280.14
2007-09-05,283.49
2007-09-06,280.14
2007-09-07,278.93
2007-09-08,288.75
2007-09-10,309.41
2007-09-11,272.95
2007-09-12,275.92
2007-09-13,272.73
2007-09-14,277.77
2007-09-17,275.9
2007-09-18,277.35
2007-09-19,287.05
2007-09-20,287.88
2007-09-21,289.81
2007-09-24,295.64
2007-09-25,290.87
2007-09-26,295.44
2007-09-27,296.08
2007-09-28,296.34
2007-10-01,294.95
2007-10-02,304.74
2007-10-03,299.24
2007-10-04,301.91
2007-10-05,306.33
2007-10-07,288.84
2007-10-08,310.66
2007-10-09,309.41
2007-10-10,309.34
2007-10-11,310.05
2007-10-12,346.62
2007-10-15,308.23
2007-10-16,304.58
2007-10-17,302.66
2007-10-18,303.11
2007-10-19,301.51
2007-10-22,289.94
2007-10-23,296.76
2007-10-24,297.22
2007-10-25,298.0
2007-10-26,303.65
2007-10-29,
2007-10-30,305.16
2007-10-31,310.31
2007-11-01,216.9
2007-11-02,309.68
2007-11-04,244.12
2007-11-05,309.1
2007-11-06,250.81
2007-11-07,311.12
2007-11-08,310.76
2007-11-09,272.95
2007-11-10,310.05
2007-11-12,321.07
2007-11-13,322.98
2007-11-14,324.11
2007-11-15,329.21
2007-11-16,330.11
2007-11-19,331.82
2007-11-20,324.5
2007-11-21,322.9
2007-11-22,317.65
2007-11-23,316.09
2007-11-26,322.59
2007-11-27,321.69
2007-11-28,325.44
2007-11-29,326.92
2007-11-30,330.79
2007-12-01,221.53
2007-12-02,235.11
2007-12-03,228.93
2007-12-04,334.28
2007-12-05,336.38
2007-12-06,252.06
2007-12-07,281.21
2007-12-09,275.92
2007-12-10,
2007-12-11,321.07
2007-12-12,344.42
2007-12-13,343.36
2007-12-14,347.03
2007-12-17,339.53
2007-12-18,336.29
2007-12-19,334.05
2007-12-20,
2007-12-21,
2007-12-24,338.53
2007-12-25,343.11
2007-12-26,342.45
2007-12-27,340.43
2007-12-28,341.95
2007-12-31,344.18
2008-01-01,
2008-01-02,341.04
2008-01-03,339.86
2008-01-04,297.66
2008-01-05,295.38
2008-01-07,330.0
2008-01-08,326.38
2008-01-09,322.46
2008-01-10,
2008-01-11,319.05
2008-01-12,212.9
2008-01-14,317.78
2008-01-15,319.04
2008-01-16,310.65
2008-01-17,308.44
2008-01-18,310.05
2008-01-21,303.35
2008-01-22,285.73
2008-01-23,290.42
2008-01-24,283.58
2008-01-25,297.2
2008-01-28,285.09
2008-01-29,286.34
2008-01-30,290.21
2008-01-31,282.93
2008-02-01,341.04
2008-02-04,302.11
2008-02-05,296.18
2008-02-06,281.65
2008-02-07,251.91
2008-02-08,282.1
2008-02-09,266.29
2008-02-10,
2008-02-11,281.48
2008-02-12,291.41
2008-02-13,303.02
2008-02-14,307.86
2008-02-15,304.05
2008-02-18,304.45
2008-02-19,305.9
2008-02-20,305.87
2008-02-21,304.47
2008-02-22,305.69
2008-02-25,309.28
2008-02-26,313.67
2008-02-27,317.8
2008-02-28,320.19
2008-02-29,319.87
2008-03-01,339.86
2008-03-03,315.84
2008-03-04,305.22
2008-03-05,314.76
2008-03-06,291.9
2008-03-07,304.57
2008-03-09,266.94
2008-03-10,240.01
2008-03-11,311.13
2008-03-12,210.44
2008-03-13,310.29
2008-03-14,312.81
2008-03-17,290.98
2008-03-18,295.52
2008-03-19,304.87
2008-03-20,296.46
2008-03-21,295.52
2008-03-24,291.21
2008-03-25,298.21
2008-03-26,300.45
2008-03-27,305.54
2008-03-28,303.99
2008-03-31,288.59
2008-04-01,341.75
2008-04-02,295.62
2008-04-03,305.22
2008-04-04,301.94
2008-04-06,290.09
2008-04-07,305.23
2008-04-08,305.12
2008-04-09,262.59
2008-04-10,304.95
2008-04-11,307.08
2008-04-12,213.32
2008-04-14,294.92
2008-04-15,292.75
2008-04-16,294.42
2008-04-17,289.7
2008-04-18,291.07
2008-04-21,296.38
2008-04-22,298.69
2008-04-23,
2008-04-24,290.19
2008-04-25,295.62
2008-04-28,299.76
2008-04-29,296.83
2008-04-30,294.69
2008-05-01,295.38
2008-05-02,293.75
2008-05-03,314.76
2008-05-05,300.98
2008-05-06,293.78
2008-05-07,299.48
2008-05-08,281.54
2008-05-09,285.87
2008-05-11,222.42
2008-05-12,212.54
2008-05-13,280.42
2008-05-14,282.38
2008-05-15,285.9
2008-05-16,289.96
2008-05-19,
2008-05-20,288.34
2008-05-21,285.79
2008-05-22,286.34
2008-05-23,289.53
2008-05-26,284.37
2008-05-27,286.3
2008-05-28,285.8
2008-05-29,284.1
2008-05-30,289.06
2008-06-02,281.65
2008-06-03,291.9
2008-06-04,290.09
2008-06-05,296.31
2008-06-06,290.28
2008-06-08,279.88
2008-06-09,283.52
2008-06-10,231.27
2008-06-11,217.15
2008-06-12,276.31
2008-06-13,277.85
2008-06-16,283.27
2008-06-17,281.81
2008-06-18,278.82
2008-06-19,276.13
2008-06-20,274.75
2008-06-23,271.59
2008-06-24,268.7
2008-06-25,268.69
2008-06-26,267.79
2008-06-27,259.54
2008-06-30,258.15
2008-07-01,330.0
2008-07-02,286.59
2008-07-03,304.57
2008-07-04,305.23
2008-07-05,299.48
2008-07-07,263.1
2008-07-08,280.0
2008-07-09,261.63
2008-07-10,228.56
2008-07-11,222.81
2008-07-14,252.59
2008-07-15,248.07
2008-07-16,250.49
2008-07-17,258.73
2008-07-18,262.49
2008-07-21,263.7
2008-07-22,261.89
2008-07-23,264.92
2008-07-24,265.84
2008-07-25,263.5
2008-07-28,263.28
2008-07-29,260.48
2008-07-30,271.77
2008-07-31,286.4
2008-08-01,326.38
2008-08-02,282.1
2008-08-04,305.12
2008-08-05,292.75
2008-08-06,279.88
2008-08-07,256.7
2008-08-08,278.3
2008-08-09,266.28
2008-08-10,218.33
2008-08-11,279.56
2008-08-12,283.77
2008-08-13,280.77
2008-08-14,280.11
2008-08-15,280.38
2008-08-18,279.98
2008-08-19,278.71
2008-08-20,271.04
2008-08-21,269.45
2008-08-22,271.91
2008-08-25,274.03
2008-08-26,270.02
2008-08-27,262.49
2008-08-28,264.54
2008-08-29,266.98
2008-09-01,322.46
2008-09-02,266.29
2008-09-03,266.94
2008-09-04,309.85
2008-09-05,285.87
2008-09-06,283.52
2008-09-07,261.63
2008-09-08,266.28
2008-09-09,266.59
2008-09-10,262.0
2008-09-11,255.51
2008-09-12,
2008-09-15,240.02
2008-09-16,239.86
2008-09-17,240.54
2008-09-18,230.73
2008-09-19,248.18
2008-09-22,252.8
2008-09-23,247.38
2008-09-24,250.65
2008-09-25,252.15
2008-09-26,252.36
2008-09-29,253.72
2008-09-30,
2008-10-01,
2008-10-02,
2008-10-03,302.81
2008-10-04,304.95
2008-10-06,278.95
2008-10-07,228.56
2008-10-08,218.33
2008-10-09,262.0
2008-10-10,218.74
2008-10-11,224.56
2008-10-12,
2008-10-13,222.35
2008-10-14,231.15
2008-10-15,230.55
2008-10-16,219.99
2008-10-17,210.44
2008-10-20,216.88
2008-10-21,227.19
2008-10-22,216.18
2008-10-23,208.97
2008-10-24,202.15
2008-10-27,195.22
2008-10-28,198.49
2008-10-29,
2008-10-30,210.08
2008-10-31,199.99
2008-11-01,319.05
2008-11-02,281.48
2008-11-03,210.52
2008-11-04,211.36
2008-11-05,222.42
