Tarih,TP_MK_F_MALI
2004-06-04,233.78
2004-06-05,250.24
2004-06-07,255.79
2004-06-08,264.86
2004-06-09,240.49
2004-06-10,238.74
2004-06-11,236.58
2004-06-12,319.62
2004-06-14,231.94
2004-06-15,232.35
2004-06-16,233.87
2004-06-17,229.05
2004-06-18,228.49
2004-06-21,228.15
2004-06-22,230.81
2004-06-23,227.67
2004-06-24,229.61
2004-06-25,233.81
2004-06-28,238.46
2004-06-29,241.25
2004-06-30,242.99
2004-07-01,260.78
2004-07-02,254.29
2004-07-04,271.12
2004-07-05,255.53
2004-07-06,255.79
2004-07-07,250.02
2004-07-08,253.18
2004-07-09,290.5
2004-07-10,307.68
2004-07-12,315.71
2004-07-13,259.14
2004-07-14,258.53
2004-07-15,259.15
2004-07-16,265.34
2004-07-19,261.11
2004-07-20,260.48
2004-07-21,261.84
2004-07-22,257.56
2004-07-23,260.13
2004-07-26,262.1
2004-07-27,258.36
2004-07-28,264.32
2004-07-29,265.9
2004-07-30,267.49
2004-08-01,274.67
2004-08-02,272.3
2004-08-03,262.91
2004-08-04,258.29
2004-08-05,267.14
2004-08-06,242.68
2004-08-07,253.18
2004-08-09,297.71
2004-08-10,311.04
2004-08-11,264.13
2004-08-12,314.49
2004-08-13,259.31
2004-08-16,259.47
2004-08-17,263.3
2004-08-18,269.09
2004-08-19,266.15
2004-08-20,265.29
2004-08-23,266.31
2004-08-24,270.31
2004-08-25,271.5
2004-08-26,268.33
2004-08-27,272.69
2004-08-30,
2004-08-31,274.7
2004-09-01,281.89
2004-09-02,229.43
2004-09-03,271.1
2004-09-04,261.68
2004-09-06,285.47
2004-09-07,251.19
2004-09-08,269.26
2004-09-09,292.48
2004-09-10,294.25
2004-09-11,302.82
2004-09-12,313.57
2004-09-13,289.14
2004-09-14,296.56
2004-09-15,300.41
2004-09-16,298.67
2004-09-17,296.21
2004-09-20,274.07
2004-09-21,285.45
2004-09-22,292.14
2004-09-23,294.7
2004-09-24,311.56
2004-09-27,306.55
2004-09-28,303.02
2004-09-29,308.09
2004-09-30,303.35
2004-10-01,300.46
2004-10-02,240.76
2004-10-03,266.99
2004-10-04,299.07
2004-10-05,226.84
2004-10-06,238.74
2004-10-07,307.68
2004-10-08,311.04
2004-10-09,294.25
2004-10-11,307.98
2004-10-12,305.82
2004-10-13,303.44
2004-10-14,304.59
2004-10-15,302.75
2004-10-18,303.65
2004-10-19,305.81
2004-10-20,303.92
2004-10-21,301.71
2004-10-22,299.06
2004-10-25,293.28
2004-10-26,293.55
2004-10-27,304.19
2004-10-28,308.3
2004-10-29,
2004-11-01,308.25
2004-11-02,248.23
2004-11-03,266.44
2004-11-04,323.55
2004-11-05,229.58
2004-11-06,236.58
2004-11-08,308.41
2004-11-09,302.82
2004-11-10,313.88
2004-11-11,301.07
2004-11-12,298.46
2004-11-15,
2004-11-16,
2004-11-17,301.39
2004-11-18,307.89
2004-11-19,314.93
2004-11-22,313.16
2004-11-23,321.31
2004-11-24,323.75
2004-11-25,319.62
2004-11-26,317.27
2004-11-29,313.14
2004-11-30,306.64
2004-12-01,308.61
2004-12-02,312.71
2004-12-03,317.15
2004-12-04,257.29
2004-12-05,233.71
2004-12-06,319.62
2004-12-07,315.71
2004-12-08,258.77
2004-12-09,313.57
2004-12-10,315.16
2004-12-11,298.46
2004-12-13,325.93
2004-12-14,333.42
2004-12-15,325.96
2004-12-16,335.6
2004-12-17,335.97
2004-12-20,347.31
2004-12-21,343.6
2004-12-22,342.7
2004-12-23,350.14
2004-12-24,351.19
2004-12-27,348.88
2004-12-28,353.38
2004-12-29,355.26
2004-12-30,
2004-12-31,
2005-01-02,404.08
2005-01-03,358.9
2005-01-04,364.6
2005-01-05,348.2
2005-01-06,372.36
2005-01-07,354.37
2005-01-08,450.68
2005-01-09,478.44
2005-01-10,368.4
2005-01-11,371.1
2005-01-12,597.4
2005-01-13,379.84
2005-01-14,382.94
2005-01-17,384.7
2005-01-18,387.0
2005-01-19,390.54
2005-01-20,
2005-01-21,
2005-01-24,389.01
2005-01-25,383.97
2005-01-26,391.82
2005-01-27,402.29
2005-01-28,398.67
2005-01-31,394.11
2005-02-01,404.08
2005-02-02,406.69
2005-02-03,409.96
2005-02-04,405.05
2005-02-05,347.79
2005-02-06,381.22
2005-02-07,417.78
2005-02-08,448.47
2005-02-09,414.87
2005-02-10,406.55
2005-02-11,511.82
2005-02-12,608.53
2005-02-14,411.78
2005-02-15,413.41
2005-02-16,409.8
2005-02-17,403.11
2005-02-18,392.77
2005-02-21,395.93
2005-02-22,392.61
2005-02-23,389.32
2005-02-24,397.56
2005-02-25,411.76
2005-02-28,415.84
2005-03-01,418.04
2005-03-02,409.96
2005-03-03,406.7
2005-03-04,403.49
2005-03-05,353.31
2005-03-06,382.8
2005-03-07,405.44
2005-03-08,450.32
2005-03-09,401.65
2005-03-10,400.41
2005-03-11,
2005-03-14,394.58
2005-03-15,388.57
2005-03-16,378.12
2005-03-17,364.98
2005-03-18,364.86
2005-03-21,356.43
2005-03-22,355.68
2005-03-23,348.3
2005-03-24,354.75
2005-03-25,362.9
2005-03-28,361.7
2005-03-29,350.84
2005-03-30,350.01
2005-03-31,362.3
2005-04-01,372.26
2005-04-02,405.05
2005-04-03,403.49
2005-04-04,368.12
2005-04-05,369.5
2005-04-06,380.08
2005-04-07,376.59
2005-04-08,453.34
2005-04-10,553.32
2005-04-11,370.54
2005-04-12,374.35
2005-04-13,362.6
2005-04-14,365.86
2005-04-15,350.78
2005-04-18,338.44
2005-04-19,341.42
2005-04-20,357.6
2005-04-21,356.38
2005-04-22,360.84
2005-04-25,359.75
2005-04-26,359.48
2005-04-27,353.22
2005-04-28,351.42
2005-04-29,347.18
2005-05-01,348.2
2005-05-02,347.79
2005-05-03,353.31
2005-05-04,369.5
2005-05-05,369.7
2005-05-06,369.37
2005-05-07,413.25
2005-05-08,452.63
2005-05-09,364.81
2005-05-10,544.09
2005-05-11,363.53
2005-05-12,606.99
2005-05-13,372.77
2005-05-16,371.82
2005-05-17,371.76
2005-05-18,369.07
2005-05-19,
2005-05-20,377.57
2005-05-23,361.76
2005-05-24,358.06
2005-05-25,352.0
2005-05-26,349.28
2005-05-27,354.23
2005-05-30,365.37
2005-05-31,374.48
2005-06-01,344.57
2005-06-02,381.22
2005-06-03,382.8
2005-06-04,380.08
2005-06-05,369.37
2005-06-06,385.48
2005-06-07,378.31
2005-06-08,381.12
2005-06-09,381.73
2005-06-10,378.19
2005-06-12,605.56
2005-06-13,377.75
2005-06-14,381.24
2005-06-15,384.6
2005-06-16,389.39
2005-06-17,395.5
2005-06-20,393.03
2005-06-21,396.85
2005-06-22,395.03
2005-06-23,399.91
2005-06-24,397.37
2005-06-27,397.28
2005-06-28,395.49
2005-06-29,401.13
2005-06-30,405.12
2005-07-01,354.37
2005-07-02,417.78
2005-07-03,405.44
2005-07-04,413.52
2005-07-05,413.25
2005-07-06,413.1
2005-07-07,416.49
2005-07-08,417.0
2005-07-09,482.36
2005-07-10,512.63
2005-07-11,517.84
2005-07-12,414.47
2005-07-13,419.92
2005-07-14,423.03
2005-07-15,431.65
2005-07-18,430.0
2005-07-19,429.9
2005-07-20,435.65
2005-07-21,437.54
2005-07-22,446.65
2005-07-25,442.95
2005-07-26,439.91
2005-07-27,432.25
2005-07-28,443.06
2005-07-29,450.48
2005-08-01,450.68
2005-08-02,448.47
2005-08-03,450.32
2005-08-04,378.09
2005-08-05,452.63
2005-08-06,381.12
2005-08-07,417.0
2005-08-08,452.14
2005-08-09,479.26
2005-08-10,451.91
2005-08-11,447.32
2005-08-12,588.75
2005-08-15,425.07
2005-08-16,431.62
2005-08-17,416.93
2005-08-18,426.78
2005-08-19,425.47
2005-08-22,434.01
2005-08-23,434.97
2005-08-24,439.3
2005-08-25,443.67
2005-08-26,453.4
2005-08-29,452.86
2005-08-30,
2005-08-31,464.08
2005-09-01,478.44
2005-09-02,414.87
2005-09-03,401.65
2005-09-05,364.81
2005-09-06,489.63
2005-09-07,482.36
2005-09-08,452.18
2005-09-09,483.85
2005-09-11,521.94
2005-09-12,589.99
2005-09-13,501.29
2005-09-14,485.86
2005-09-15,486.98
2005-09-16,499.11
2005-09-19,500.77
2005-09-20,507.43
2005-09-21,511.37
2005-09-22,507.18
2005-09-23,499.84
2005-09-26,507.78
2005-09-27,510.76
2005-09-28,509.66
2005-09-29,508.75
2005-09-30,514.4
2005-10-01,368.4
2005-10-02,406.55
2005-10-03,400.41
2005-10-04,553.32
2005-10-05,366.08
2005-10-06,378.19
2005-10-07,512.63
2005-10-08,451.91
2005-10-10,509.09
2005-10-11,534.72
2005-10-12,522.11
2005-10-13,501.91
2005-10-14,488.38
2005-10-17,477.8
2005-10-18,483.56
2005-10-19,468.73
2005-10-20,478.82
2005-10-21,479.22
2005-10-24,485.45
2005-10-25,495.78
2005-10-26,494.0
2005-10-27,479.07
2005-10-28,474.89
2005-10-31,484.9
2005-11-01,371.1
2005-11-02,410.78
2005-11-03,
2005-11-04,370.54
2005-11-05,363.53
2005-11-07,517.84
2005-11-08,447.32
2005-11-09,521.94
2005-11-10,513.66
2005-11-11,530.46
2005-11-14,531.29
2005-11-15,538.3
2005-11-16,533.97
2005-11-17,547.05
2005-11-18,545.09
2005-11-21,549.6
2005-11-22,554.6
2005-11-23,555.12
2005-11-24,568.02
2005-11-25,580.03
2005-11-28,574.0
2005-11-29,575.76
2005-11-30,595.95
2005-12-01,378.34
2005-12-02,608.53
2005-12-04,374.35
2005-12-05,369.36
2005-12-06,605.56
2005-12-07,414.47
2005-12-08,588.75
2005-12-09,589.99
2005-12-10,522.11
2005-12-12,595.3
2005-12-13,588.77
2005-12-14,595.17
2005-12-15,588.15
2005-12-16,587.6
2005-12-19,588.69
2005-12-20,587.6
2005-12-21,593.03
2005-12-22,600.59
2005-12-23,614.14
2005-12-26,615.83
2005-12-27,615.45
2005-12-28,615.73
2005-12-29,623.59
2005-12-30,628.58
2006-01-02,726.01
2006-01-03,766.8
2006-01-04,667.12
2006-01-05,665.59
2006-01-06,673.19
2006-01-08,557.15
2006-01-09,587.62
2006-01-10,
2006-01-11,
2006-01-12,
2006-01-13,
2006-01-16,699.93
2006-01-17,726.36
2006-01-18,696.04
2006-01-19,716.16
2006-01-20,731.64
2006-01-23,718.52
2006-01-24,732.62
2006-01-25,743.0
2006-01-26,753.46
2006-01-27,747.53
2006-01-30,732.43
2006-01-31,727.83
2006-02-01,726.01
2006-02-02,730.43
2006-02-03,715.01
2006-02-05,697.16
2006-02-06,715.73
2006-02-07,725.09
2006-02-08,552.18
2006-02-09,708.86
2006-02-10,571.99
2006-02-11,631.84
2006-02-13,718.07
2006-02-14,691.34
2006-02-15,700.28
2006-02-16,730.78
2006-02-17,749.79
2006-02-20,755.09
2006-02-21,761.53
2006-02-22,754.03
2006-02-23,752.21
2006-02-24,758.9
2006-02-27,764.48
2006-02-28,782.6
2006-03-01,766.8
2006-03-02,715.01
2006-03-03,757.89
2006-03-04,708.65
2006-03-05,716.55
2006-03-06,746.52
2006-03-07,541.86
2006-03-08,551.62
2006-03-09,697.65
2006-03-10,577.21
2006-03-11,616.85
2006-03-13,702.14
2006-03-14,696.88
2006-03-15,708.34
2006-03-16,705.93
2006-03-17,718.01
2006-03-20,716.26
2006-03-21,705.51
2006-03-22,700.07
2006-03-23,709.81
2006-03-24,707.36
2006-03-27,678.79
2006-03-28,676.26
2006-03-29,660.97
2006-03-30,687.43
2006-03-31,685.97
2006-04-01,667.12
2006-04-03,708.65
2006-04-04,697.6
2006-04-05,715.76
2006-04-06,703.76
2006-04-07,700.18
2006-04-08,548.3
2006-04-09,592.98
2006-04-10,568.12
2006-04-11,682.9
2006-04-12,667.87
2006-04-13,681.6
2006-04-14,669.99
2006-04-17,671.76
2006-04-18,669.74
2006-04-19,702.17
2006-04-20,694.73
2006-04-21,705.04
2006-04-24,723.52
2006-04-25,726.54
2006-04-26,727.19
2006-04-27,717.11
2006-04-28,698.69
2006-05-01,705.15
2006-05-02,697.16
2006-05-03,716.55
2006-05-04,704.61
2006-05-05,703.53
2006-05-06,599.74
2006-05-07,550.11
2006-05-08,707.48
2006-05-09,707.98
2006-05-10,579.47
2006-05-11,687.35
2006-05-12,586.1
2006-05-15,631.93
2006-05-16,631.54
2006-05-17,661.01
2006-05-18,632.66
2006-05-19,
2006-05-22,600.63
2006-05-23,563.41
2006-05-24,573.17
2006-05-25,573.87
2006-05-26,595.95
2006-05-29,607.69
2006-05-30,595.27
2006-05-31,586.39
2006-06-01,603.55
2006-06-02,715.73
2006-06-03,746.52
2006-06-04,703.76
2006-06-05,599.74
2006-06-06,594.1
2006-06-07,540.25
2006-06-08,556.17
2006-06-09,600.01
2006-06-10,578.33
2006-06-11,620.55
2006-06-12,537.48
2006-06-13,497.81
2006-06-14,504.97
2006-06-15,526.13
2006-06-16,536.83
2006-06-19,527.75
2006-06-20,531.51
2006-06-21,530.63
2006-06-22,535.28
2006-06-23,519.99
2006-06-26,500.65
2006-06-27,481.04
2006-06-28,499.94
2006-06-29,520.24
2006-06-30,545.11
2006-07-02,725.09
2006-07-03,704.8
2006-07-04,700.18
2006-07-05,550.11
2006-07-06,591.25
2006-07-07,555.39
2006-07-08,552.83
2006-07-09,588.89
2006-07-10,555.28
2006-07-11,634.44
2006-07-12,607.14
2006-07-13,541.05
2006-07-14,530.7
2006-07-17,498.32
2006-07-18,501.72
2006-07-19,521.44
2006-07-20,541.75
2006-07-21,540.35
2006-07-24,536.95
2006-07-25,545.54
2006-07-26,553.42
2006-07-27,568.63
2006-07-28,560.5
2006-07-31,564.59
2006-08-01,557.15
2006-08-02,699.84
2006-08-03,551.62
2006-08-04,548.3
2006-08-05,707.48
2006-08-06,556.17
2006-08-07,552.83
2006-08-08,568.28
2006-08-09,594.03
2006-08-10,577.9
2006-08-11,625.7
2006-08-12,614.87
2006-08-14,585.25
2006-08-15,574.83
2006-08-16,593.16
2006-08-17,599.46
2006-08-18,589.09
2006-08-21,581.28
2006-08-22,584.17
2006-08-23,579.98
2006-08-24,569.86
2006-08-25,573.83
2006-08-28,575.46
2006-08-29,579.23
2006-08-30,
2006-08-31,583.36
2006-09-01,587.62
2006-09-02,708.86
2006-09-03,697.65
2006-09-04,592.98
2006-09-05,707.98
2006-09-06,600.01
2006-09-07,588.89
2006-09-08,594.03
2006-09-10,574.25
2006-09-11,582.61
2006-09-12,584.38
2006-09-13,601.96
2006-09-14,596.66
2006-09-15,591.73
2006-09-18,603.48
2006-09-19,596.93
2006-09-20,598.87
2006-09-21,598.51
2006-09-22,576.03
2006-09-25,575.4
2006-09-26,570.78
2006-09-27,583.47
2006-09-28,579.48
2006-09-29,582.96
2006-10-01,
2006-10-02,709.09
2006-10-03,577.21
2006-10-04,694.84
2006-10-05,690.08
2006-10-06,578.33
2006-10-07,555.28
2006-10-08,577.9
2006-10-09,574.25
2006-10-10,587.0
2006-10-11,620.27
2006-10-12,586.92
2006-10-13,602.36
2006-10-16,607.43
2006-10-17,613.57
2006-10-18,615.86
2006-10-19,629.03
2006-10-20,631.08
2006-10-23,
2006-10-24,
2006-10-25,
2006-10-26,643.58
2006-10-27,646.98
2006-10-30,636.83
2006-10-31,639.1
2006-11-01,641.12
2006-11-02,631.84
2006-11-03,616.85
2006-11-04,682.9
2006-11-05,687.35
2006-11-06,620.55
2006-11-07,560.66
2006-11-08,625.7
2006-11-09,628.26
2006-11-10,620.27
2006-11-12,609.11
2006-11-13,615.59
2006-11-14,613.44
2006-11-15,620.69
2006-11-16,618.56
2006-11-17,604.36
2006-11-20,587.15
2006-11-21,598.48
2006-11-22,593.7
2006-11-23,586.36
2006-11-24,585.21
2006-11-27,590.38
2006-11-28,589.02
2006-11-29,593.59
2006-11-30,598.79
2006-12-01,
2006-12-04,667.87
2006-12-05,586.1
2006-12-06,537.48
2006-12-07,564.39
2006-12-08,614.87
2006-12-09,584.38
2006-12-10,586.92
2006-12-11,609.11
2006-12-12,616.28
2006-12-13,607.39
2006-12-14,603.53
2006-12-15,620.49
2006-12-18,626.74
2006-12-19,613.15
2006-12-20,611.47
2006-12-21,603.13
2006-12-22,601.48
2006-12-25,603.79
2006-12-26,600.86
2006-12-27,592.68
2006-12-28,600.45
2006-12-29,603.2
2007-01-01,
2007-01-02,
2007-01-03,629.97
2007-01-04,605.0
2007-01-05,593.27
2007-01-06,689.53
2007-01-08,576.15
2007-01-09,575.93
2007-01-10,822.82
2007-01-11,917.3
2007-01-12,581.1
2007-01-15,592.1
2007-01-16,603.3
2007-01-17,601.83
2007-01-18,613.91
2007-01-19,620.6
2007-01-22,631.86
2007-01-23,635.85
2007-01-24,647.85
2007-01-25,656.46
2007-01-26,641.66
2007-01-29,639.1
2007-01-30,630.4
2007-01-31,636.47
2007-02-01,
2007-02-02,656.26
2007-02-03,607.34
2007-02-04,659.59
2007-02-05,656.99
2007-02-06,655.6
2007-02-07,699.14
2007-02-08,635.1
2007-02-09,648.2
2007-02-10,844.42
2007-02-11,885.28
2007-02-12,643.05
2007-02-13,650.49
2007-02-14,661.15
2007-02-15,674.31
2007-02-16,670.82
2007-02-19,679.33
2007-02-20,681.36
2007-02-21,668.84
2007-02-22,662.07
2007-02-23,663.96
2007-02-26,664.9
2007-02-27,643.36
2007-02-28,621.59
2007-03-01,629.97
2007-03-02,607.34
2007-03-04,666.79
2007-03-05,668.89
2007-03-06,605.09
2007-03-07,728.11
2007-03-08,625.01
2007-03-09,623.19
2007-03-10,825.47
2007-03-12,640.98
2007-03-13,641.35
2007-03-14,614.78
2007-03-15,625.06
2007-03-16,621.5
2007-03-19,631.71
2007-03-20,639.27
2007-03-21,644.84
2007-03-22,666.5
2007-03-23,663.88
2007-03-26,664.07
2007-03-27,656.2
2007-03-28,651.06
2007-03-29,657.23
2007-03-30,662.99
2007-04-01,605.0
2007-04-02,659.59
2007-04-03,666.79
2007-04-04,683.1
2007-04-05,700.1
2007-04-06,695.64
2007-04-07,743.78
2007-04-09,757.59
2007-04-10,833.74
2007-04-11,710.64
2007-04-12,826.38
2007-04-13,707.6
2007-04-16,721.98
2007-04-17,715.78
2007-04-18,715.02
2007-04-19,695.64
2007-04-20,730.78
2007-04-23,
2007-04-24,725.31
2007-04-25,731.68
2007-04-26,749.72
2007-04-27,737.32
2007-04-30,675.55
2007-05-01,593.27
2007-05-02,675.07
2007-05-03,668.89
2007-05-04,660.88
2007-05-06,699.37
2007-05-07,674.88
2007-05-08,678.25
2007-05-09,763.14
2007-05-10,861.93
2007-05-11,659.53
2007-05-12,829.46
2007-05-14,672.62
2007-05-15,669.95
2007-05-16,669.55
2007-05-17,684.27
2007-05-18,685.98
2007-05-21,686.95
2007-05-22,689.66
2007-05-23,685.38
2007-05-24,684.12
2007-05-25,680.96
2007-05-28,690.0
2007-05-29,693.11
2007-05-30,690.55
2007-05-31,695.38
2007-06-01,689.53
2007-06-02,655.6
2007-06-03,605.09
2007-06-04,695.64
2007-06-05,699.37
2007-06-06,697.33
2007-06-07,748.42
2007-06-08,757.47
2007-06-09,748.17
2007-06-11,876.44
2007-06-12,669.82
2007-06-13,652.33
2007-06-14,664.43
2007-06-15,669.05
2007-06-18,684.83
2007-06-19,688.8
2007-06-20,687.5
2007-06-21,682.89
2007-06-22,678.53
2007-06-25,667.23
2007-06-26,666.84
2007-06-27,669.99
2007-06-28,674.9
2007-06-29,680.8
2007-07-02,647.06
2007-07-03,615.97
2007-07-04,743.78
2007-07-05,674.88
2007-07-06,677.94
2007-07-08,776.04
2007-07-09,748.39
2007-07-10,765.17
2007-07-11,746.41
2007-07-12,863.81
2007-07-13,800.16
2007-07-16,788.47
2007-07-17,779.67
2007-07-18,771.84
2007-07-19,790.02
2007-07-20,811.42
2007-07-23,840.57
2007-07-24,867.44
2007-07-25,836.59
2007-07-26,822.14
2007-07-27,790.81
2007-07-30,783.89
2007-07-31,801.84
2007-08-01,576.15
2007-08-02,635.1
2007-08-03,625.01
2007-08-05,678.25
2007-08-06,757.47
2007-08-07,776.04
2007-08-08,780.02
2007-08-09,782.36
2007-08-10,881.75
2007-08-11,841.86
2007-08-13,742.81
2007-08-14,748.41
2007-08-15,725.08
2007-08-16,678.95
2007-08-17,673.88
2007-08-20,704.24
2007-08-21,677.8
2007-08-22,692.56
2007-08-23,721.08
2007-08-24,708.41
2007-08-27,714.54
2007-08-28,712.35
2007-08-29,709.25
2007-08-30,
2007-08-31,741.97
2007-09-01,575.93
2007-09-02,648.2
2007-09-03,760.1
2007-09-04,757.59
2007-09-05,763.14
2007-09-06,748.17
2007-09-07,748.39
2007-09-08,782.36
2007-09-10,869.92
2007-09-11,734.55
2007-09-12,738.31
2007-09-13,738.46
2007-09-14,759.67
2007-09-17,757.91
2007-09-18,765.22
2007-09-19,808.55
2007-09-20,820.89
2007-09-21,821.34
2007-09-24,820.65
2007-09-25,805.25
2007-09-26,812.45
2007-09-27,833.38
2007-09-28,833.16
2007-10-01,822.82
2007-10-02,844.42
2007-10-03,825.47
2007-10-04,833.74
2007-10-05,861.93
2007-10-07,765.17
2007-10-08,881.75
2007-10-09,869.92
2007-10-10,891.72
2007-10-11,903.54
2007-10-12,864.0
2007-10-15,899.44
2007-10-16,900.12
2007-10-17,903.54
2007-10-18,895.84
2007-10-19,872.94
2007-10-22,822.43
2007-10-23,854.83
2007-10-24,858.54
2007-10-25,868.42
2007-10-26,866.35
2007-10-29,
2007-10-30,882.06
2007-10-31,885.91
2007-11-01,567.98
2007-11-02,885.28
2007-11-04,710.64
2007-11-05,881.28
2007-11-06,668.59
2007-11-07,877.49
2007-11-08,841.86
2007-11-09,734.55
2007-11-10,903.54
2007-11-12,816.45
2007-11-13,817.33
2007-11-14,850.05
2007-11-15,847.51
2007-11-16,825.55
2007-11-19,819.31
2007-11-20,797.35
2007-11-21,787.7
2007-11-22,783.13
2007-11-23,794.97
2007-11-26,804.84
2007-11-27,789.97
2007-11-28,805.63
2007-11-29,810.33
2007-11-30,814.45
2007-12-01,581.1
2007-12-02,643.05
2007-12-03,640.98
2007-12-04,826.38
2007-12-05,829.46
2007-12-06,669.82
2007-12-07,774.78
2007-12-09,738.31
2007-12-10,
2007-12-11,816.45
2007-12-12,848.34
2007-12-13,852.09
2007-12-14,847.15
2007-12-17,816.62
2007-12-18,804.69
2007-12-19,812.18
2007-12-20,
2007-12-21,
2007-12-24,831.64
2007-12-25,839.37
2007-12-26,846.9
2007-12-27,848.17
2007-12-28,842.69
2007-12-31,844.75
2008-01-01,
2008-01-02,818.71
2008-01-03,801.14
2008-01-04,540.55
2008-01-05,605.93
2008-01-07,785.28
2008-01-08,794.27
2008-01-09,791.47
2008-01-10,
2008-01-11,777.78
2008-01-12,343.81
2008-01-14,764.0
2008-01-15,755.82
2008-01-16,725.7
2008-01-17,723.65
2008-01-18,716.04
2008-01-21,693.98
2008-01-22,662.46
2008-01-23,674.42
2008-01-24,656.39
2008-01-25,678.43
2008-01-28,652.0
2008-01-29,654.3
2008-01-30,658.54
2008-01-31,646.24
2008-02-01,818.71
2008-02-04,572.43
2008-02-05,601.45
2008-02-06,635.06
2008-02-07,427.17
2008-02-08,619.68
2008-02-09,571.84
2008-02-10,
2008-02-11,600.92
2008-02-12,607.25
2008-02-13,638.09
2008-02-14,664.77
2008-02-15,667.59
2008-02-18,658.03
2008-02-19,666.75
2008-02-20,672.96
2008-02-21,675.26
2008-02-22,660.98
2008-02-25,664.09
2008-02-26,658.49
2008-02-27,659.17
2008-02-28,658.95
2008-02-29,638.75
2008-03-01,801.14
2008-03-03,603.2
2008-03-04,578.2
2008-03-05,600.79
2008-03-06,538.05
2008-03-07,578.11
2008-03-09,583.36
2008-03-10,488.64
2008-03-11,586.33
2008-03-12,333.61
2008-03-13,593.41
2008-03-14,598.48
2008-03-17,546.29
2008-03-18,553.22
2008-03-19,566.23
2008-03-20,555.87
2008-03-21,554.39
2008-03-24,557.53
2008-03-25,574.42
2008-03-26,570.0
2008-03-27,570.57
2008-03-28,558.33
2008-03-31,527.5
2008-04-01,806.91
2008-04-02,676.45
2008-04-03,578.2
2008-04-04,559.85
2008-04-06,537.13
2008-04-07,587.62
2008-04-08,583.1
2008-04-09,578.75
2008-04-10,585.32
2008-04-11,594.65
2008-04-12,342.72
2008-04-14,577.22
2008-04-15,581.9
2008-04-16,580.26
2008-04-17,582.56
2008-04-18,580.03
2008-04-21,596.46
2008-04-22,600.06
2008-04-23,
2008-04-24,594.17
2008-04-25,618.32
2008-04-28,616.77
2008-04-29,609.39
2008-04-30,595.95
2008-05-01,605.93
2008-05-02,676.99
2008-05-03,600.79
2008-05-05,609.61
2008-05-06,538.74
2008-05-07,597.0
2008-05-08,615.11
2008-05-09,575.97
2008-05-11,402.82
2008-05-12,337.87
2008-05-13,573.71
2008-05-14,579.49
2008-05-15,581.85
2008-05-16,589.12
2008-05-19,
2008-05-20,577.64
2008-05-21,564.86
2008-05-22,550.26
2008-05-23,538.27
2008-05-26,521.44
2008-05-27,527.47
2008-05-28,534.91
2008-05-29,529.58
2008-05-30,535.67
2008-06-02,635.06
2008-06-03,538.05
2008-06-04,537.13
2008-06-05,603.74
2008-06-06,533.67
2008-06-08,608.74
2008-06-09,524.01
2008-06-10,460.67
2008-06-11,371.71
2008-06-12,513.9
2008-06-13,515.44
2008-06-16,517.71
2008-06-17,505.05
2008-06-18,511.27
2008-06-19,508.78
2008-06-20,508.69
2008-06-23,501.88
2008-06-24,494.84
2008-06-25,494.11
2008-06-26,485.68
2008-06-27,466.59
2008-06-30,454.26
2008-07-01,785.28
2008-07-02,638.28
2008-07-03,578.11
2008-07-04,587.62
2008-07-05,597.0
2008-07-07,448.88
2008-07-08,594.72
2008-07-09,467.88
2008-07-10,448.13
2008-07-11,378.81
2008-07-14,476.04
2008-07-15,478.53
2008-07-16,481.05
2008-07-17,508.18
2008-07-18,530.37
2008-07-21,531.72
2008-07-22,528.48
2008-07-23,540.94
2008-07-24,540.47
2008-07-25,533.43
2008-07-28,521.9
2008-07-29,526.73
2008-07-30,581.26
2008-07-31,602.8
2008-08-01,794.27
2008-08-02,619.68
2008-08-04,583.1
2008-08-05,589.76
2008-08-06,608.74
2008-08-07,446.96
2008-08-08,589.32
2008-08-09,591.92
2008-08-10,418.19
2008-08-11,583.9
2008-08-12,593.17
2008-08-13,590.57
2008-08-14,595.62
2008-08-15,606.4
2008-08-18,602.39
2008-08-19,591.19
2008-08-20,574.14
2008-08-21,565.18
2008-08-22,567.6
2008-08-25,582.98
2008-08-26,573.83
2008-08-27,571.46
2008-08-28,567.48
2008-08-29,579.3
2008-09-01,791.47
2008-09-02,571.84
2008-09-03,583.36
2008-09-04,588.25
2008-09-05,575.97
2008-09-06,524.01
2008-09-07,467.88
2008-09-08,591.92
2008-09-09,601.12
2008-09-10,583.47
2008-09-11,557.13
2008-09-12,
2008-09-15,511.09
2008-09-16,498.88
2008-09-17,491.77
2008-09-18,460.03
2008-09-19,507.71
2008-09-22,524.36
2008-09-23,510.3
2008-09-24,513.92
2008-09-25,515.6
2008-09-26,529.1
2008-09-29,523.18
2008-09-30,
2008-10-01,
2008-10-02,
2008-10-03,571.55
2008-10-04,585.32
2008-10-06,516.34
2008-10-07,448.13
2008-10-08,418.19
2008-10-09,583.47
2008-10-10,411.13
2008-10-11,376.13
2008-10-12,
2008-10-13,415.72
2008-10-14,427.32
2008-10-15,417.37
2008-10-16,382.86
2008-10-17,361.13
2008-10-20,355.42
2008-10-21,377.6
2008-10-22,353.73
2008-10-23,331.11
2008-10-24,322.28
2008-10-27,317.1
2008-10-28,344.37
2008-10-29,
2008-10-30,376.0
2008-10-31,377.86
2008-11-01,777.78
2008-11-02,600.92
2008-11-03,405.21
2008-11-04,403.73
2008-11-05,402.82
2008-11-06,371.71
