Tarih,TP_MK_G_BILESIK
2004-06-01,224.14
2004-06-02,195.22
2004-06-03,196.05
2004-06-04,202.31
2004-06-05,210.88
2004-06-07,215.9
2004-06-08,222.68
2004-06-09,206.28
2004-06-10,205.46
2004-06-11,204.22
2004-06-12,270.15
2004-06-14,200.5
2004-06-15,199.64
2004-06-16,201.1
2004-06-17,197.26
2004-06-18,196.34
2004-06-21,196.52
2004-06-22,198.32
2004-06-23,195.24
2004-06-24,196.85
2004-06-25,200.04
2004-06-28,203.65
2004-06-29,205.65
2004-06-30,206.86
2004-07-01,216.02
2004-07-02,214.32
2004-07-04,232.92
2004-07-05,216.04
2004-07-06,215.9
2004-07-07,210.94
2004-07-08,212.83
2004-07-09,245.88
2004-07-10,261.84
2004-07-12,267.08
2004-07-13,216.62
2004-07-14,216.52
2004-07-15,216.94
2004-07-16,222.46
2004-07-19,220.74
2004-07-20,220.42
2004-07-21,221.11
2004-07-22,217.17
2004-07-23,218.48
2004-07-26,219.55
2004-07-27,217.07
2004-07-28,220.84
2004-07-29,222.48
2004-07-30,223.9
2004-08-01,225.93
2004-08-02,227.91
2004-08-03,220.87
2004-08-04,222.99
2004-08-05,223.77
2004-08-06,207.84
2004-08-07,212.83
2004-08-09,251.11
2004-08-10,265.34
2004-08-11,223.07
2004-08-12,266.3
2004-08-13,218.77
2004-08-16,218.43
2004-08-17,221.54
2004-08-18,225.42
2004-08-19,223.8
2004-08-20,223.35
2004-08-23,223.59
2004-08-24,226.82
2004-08-25,229.07
2004-08-26,226.79
2004-08-27,230.32
2004-08-30,
2004-08-31,232.48
2004-09-01,237.13
2004-09-02,193.56
2004-09-03,226.0
2004-09-04,225.07
2004-09-06,241.25
2004-09-07,210.79
2004-09-08,226.09
2004-09-09,247.76
2004-09-10,248.98
2004-09-11,260.6
2004-09-12,265.05
2004-09-13,244.69
2004-09-14,250.57
2004-09-15,253.77
2004-09-16,252.55
2004-09-17,251.33
2004-09-20,234.53
2004-09-21,242.52
2004-09-22,247.94
2004-09-23,250.09
2004-09-24,262.81
2004-09-27,258.66
2004-09-28,255.83
2004-09-29,260.4
2004-09-30,256.62
2004-10-01,254.63
2004-10-02,200.71
2004-10-03,223.22
2004-10-04,253.96
2004-10-05,194.25
2004-10-06,205.46
2004-10-07,261.84
2004-10-08,265.34
2004-10-09,248.98
2004-10-11,264.84
2004-10-12,263.01
2004-10-13,261.33
2004-10-14,262.3
2004-10-15,261.84
2004-10-18,262.0
2004-10-19,262.63
2004-10-20,260.93
2004-10-21,259.12
2004-10-22,258.22
2004-10-25,254.23
2004-10-26,254.61
2004-10-27,263.09
2004-10-28,266.88
2004-10-29,
2004-11-01,268.18
2004-11-02,204.71
2004-11-03,222.69
2004-11-04,275.69
2004-11-05,196.49
2004-11-06,204.22
2004-11-08,263.93
2004-11-09,260.6
2004-11-10,268.68
2004-11-11,260.6
2004-11-12,257.95
2004-11-15,
2004-11-16,
2004-11-17,260.44
2004-11-18,265.29
2004-11-19,269.73
2004-11-22,268.22
2004-11-23,273.79
2004-11-24,275.76
2004-11-25,273.89
2004-11-26,272.16
2004-11-29,268.5
2004-11-30,262.86
2004-12-01,264.15
2004-12-02,266.84
2004-12-03,269.08
2004-12-04,221.98
2004-12-05,199.16
2004-12-06,270.15
2004-12-07,267.08
2004-12-08,219.2
2004-12-09,265.05
2004-12-10,265.9
2004-12-11,257.95
2004-12-13,273.1
2004-12-14,277.32
2004-12-15,271.34
2004-12-16,277.77
2004-12-17,276.75
2004-12-20,285.56
2004-12-21,284.0
2004-12-22,282.47
2004-12-23,286.78
2004-12-24,287.06
2004-12-27,285.33
2004-12-28,288.62
2004-12-29,291.8
2004-12-30,
2004-12-31,
2005-01-02,322.22
2005-01-03,294.71
2005-01-04,297.64
2005-01-05,285.92
2005-01-06,301.56
2005-01-07,290.81
2005-01-08,356.31
2005-01-09,374.13
2005-01-10,298.23
2005-01-11,300.65
2005-01-12,455.41
2005-01-13,307.46
2005-01-14,310.03
2005-01-17,310.79
2005-01-18,312.95
2005-01-19,313.71
2005-01-20,
2005-01-21,
2005-01-24,311.66
2005-01-25,309.3
2005-01-26,314.52
2005-01-27,320.07
2005-01-28,319.09
2005-01-31,316.1
2005-02-01,322.22
2005-02-02,324.62
2005-02-03,325.15
2005-02-04,320.84
2005-02-05,280.03
2005-02-06,307.7
2005-02-07,329.32
2005-02-08,355.24
2005-02-09,326.99
2005-02-10,320.68
2005-02-11,397.24
2005-02-12,465.4
2005-02-14,326.03
2005-02-15,327.64
2005-02-16,325.39
2005-02-17,321.28
2005-02-18,314.09
2005-02-21,316.22
2005-02-22,314.43
2005-02-23,311.45
2005-02-24,316.68
2005-02-25,324.9
2005-02-28,328.08
2005-03-01,329.33
2005-03-02,325.15
2005-03-03,322.93
2005-03-04,320.88
2005-03-05,283.61
2005-03-06,308.42
2005-03-07,322.61
2005-03-08,357.7
2005-03-09,321.47
2005-03-10,321.34
2005-03-11,
2005-03-14,316.84
2005-03-15,312.17
2005-03-16,304.6
2005-03-17,294.73
2005-03-18,293.04
2005-03-21,289.17
2005-03-22,288.37
2005-03-23,283.33
2005-03-24,288.4
2005-03-25,296.13
2005-03-28,296.44
2005-03-29,287.29
2005-03-30,287.59
2005-03-31,295.65
2005-04-01,304.18
2005-04-02,320.84
2005-04-03,320.88
2005-04-04,300.07
2005-04-05,300.26
2005-04-06,307.63
2005-04-07,304.64
2005-04-08,358.88
2005-04-10,425.21
2005-04-11,299.29
2005-04-12,301.05
2005-04-13,291.4
2005-04-14,293.39
2005-04-15,280.63
2005-04-18,270.46
2005-04-19,273.79
2005-04-20,287.18
2005-04-21,285.39
2005-04-22,289.69
2005-04-25,289.76
2005-04-26,289.2
2005-04-27,284.43
2005-04-28,282.41
2005-04-29,278.24
2005-05-01,285.92
2005-05-02,280.03
2005-05-03,283.61
2005-05-04,300.26
2005-05-05,294.51
2005-05-06,295.18
2005-05-07,330.89
2005-05-08,358.54
2005-05-09,291.74
2005-05-10,420.97
2005-05-11,290.29
2005-05-12,466.01
2005-05-13,298.14
2005-05-16,298.15
2005-05-17,297.57
2005-05-18,296.87
2005-05-19,
2005-05-20,303.06
2005-05-23,291.6
2005-05-24,290.09
2005-05-25,286.86
2005-05-26,285.46
2005-05-27,287.64
2005-05-30,295.77
2005-05-31,303.24
2005-06-01,283.4
2005-06-02,307.7
2005-06-03,308.42
2005-06-04,307.63
2005-06-05,295.18
2005-06-06,310.09
2005-06-07,305.39
2005-06-08,307.42
2005-06-09,308.37
2005-06-10,306.58
2005-06-12,467.26
2005-06-13,307.4
2005-06-14,310.36
2005-06-15,312.68
2005-06-16,315.82
2005-06-17,320.27
2005-06-20,317.95
2005-06-21,321.74
2005-06-22,320.5
2005-06-23,323.73
2005-06-24,321.33
2005-06-27,321.64
2005-06-28,320.31
2005-06-29,323.48
2005-06-30,326.69
2005-07-01,290.81
2005-07-02,329.32
2005-07-03,322.61
2005-07-04,331.33
2005-07-05,330.89
2005-07-06,331.06
2005-07-07,331.91
2005-07-08,332.55
2005-07-09,378.7
2005-07-10,399.79
2005-07-11,400.87
2005-07-12,332.05
2005-07-13,335.43
2005-07-14,337.33
2005-07-15,343.19
2005-07-18,341.24
2005-07-19,340.72
2005-07-20,345.9
2005-07-21,347.14
2005-07-22,352.03
2005-07-25,350.93
2005-07-26,348.91
2005-07-27,343.93
2005-07-28,350.93
2005-07-29,355.81
2005-08-01,356.31
2005-08-02,355.24
2005-08-03,357.7
2005-08-04,305.0
2005-08-05,358.54
2005-08-06,307.42
2005-08-07,332.55
2005-08-08,358.39
2005-08-09,377.65
2005-08-10,355.9
2005-08-11,353.12
2005-08-12,455.14
2005-08-15,336.9
2005-08-16,341.2
2005-08-17,331.94
2005-08-18,338.4
2005-08-19,338.02
2005-08-22,344.59
2005-08-23,346.03
2005-08-24,349.3
2005-08-25,351.69
2005-08-26,359.46
2005-08-29,359.47
2005-08-30,
2005-08-31,365.45
2005-09-01,374.13
2005-09-02,326.99
2005-09-03,321.47
2005-09-05,291.74
2005-09-06,383.23
2005-09-07,378.7
2005-09-08,357.05
2005-09-09,381.35
2005-09-11,404.91
2005-09-12,455.77
2005-09-13,400.37
2005-09-14,389.63
2005-09-15,391.26
2005-09-16,399.21
2005-09-19,398.3
2005-09-20,403.22
2005-09-21,405.72
2005-09-22,402.66
2005-09-23,397.61
2005-09-26,401.22
2005-09-27,400.7
2005-09-28,398.66
2005-09-29,397.23
2005-09-30,400.0
2005-10-01,298.23
2005-10-02,320.68
2005-10-03,321.34
2005-10-04,425.21
2005-10-05,292.57
2005-10-06,306.58
2005-10-07,399.79
2005-10-08,355.9
2005-10-10,397.89
2005-10-11,413.44
2005-10-12,404.71
2005-10-13,390.42
2005-10-14,380.15
2005-10-17,375.46
2005-10-18,381.08
2005-10-19,369.8
2005-10-20,376.72
2005-10-21,376.7
2005-10-24,381.13
2005-10-25,386.69
2005-10-26,384.14
2005-10-27,373.56
2005-10-28,371.91
2005-10-31,379.31
2005-11-01,300.65
2005-11-02,324.27
2005-11-03,
2005-11-04,299.29
2005-11-05,290.29
2005-11-07,400.87
2005-11-08,353.12
2005-11-09,404.91
2005-11-10,400.62
2005-11-11,410.55
2005-11-14,411.11
2005-11-15,415.79
2005-11-16,412.59
2005-11-17,421.64
2005-11-18,420.32
2005-11-21,425.06
2005-11-22,428.66
2005-11-23,428.61
2005-11-24,437.22
2005-11-25,444.25
2005-11-28,439.0
2005-11-29,440.35
2005-11-30,452.66
2005-12-01,305.52
2005-12-02,465.4
2005-12-04,301.05
2005-12-05,295.69
2005-12-06,467.26
2005-12-07,332.05
2005-12-08,455.14
2005-12-09,455.77
2005-12-10,404.71
2005-12-12,457.91
2005-12-13,453.67
2005-12-14,456.57
2005-12-15,451.07
2005-12-16,450.28
2005-12-19,452.85
2005-12-20,452.05
2005-12-21,454.76
2005-12-22,458.48
2005-12-23,467.97
2005-12-26,469.92
2005-12-27,469.55
2005-12-28,468.59
2005-12-29,474.91
2005-12-30,477.7
2006-01-02,539.38
2006-01-03,565.09
2006-01-04,495.78
2006-01-05,495.7
2006-01-06,500.65
2006-01-08,441.43
2006-01-09,456.2
2006-01-10,
2006-01-11,
2006-01-12,
2006-01-13,
2006-01-16,514.6
2006-01-17,529.08
2006-01-18,508.78
2006-01-19,519.09
2006-01-20,531.86
2006-01-23,524.96
2006-01-24,533.53
2006-01-25,540.35
2006-01-26,547.94
2006-01-27,548.76
2006-01-30,538.27
2006-01-31,539.17
2006-02-01,539.38
2006-02-02,540.87
2006-02-03,531.86
2006-02-05,528.42
2006-02-06,532.76
2006-02-07,539.67
2006-02-08,436.46
2006-02-09,528.98
2006-02-10,446.25
2006-02-11,489.07
2006-02-13,533.06
2006-02-14,515.38
2006-02-15,518.66
2006-02-16,538.07
2006-02-17,551.53
2006-02-20,554.23
2006-02-21,560.72
2006-02-22,555.75
2006-02-23,556.15
2006-02-24,561.12
2006-02-27,564.62
2006-02-28,575.88
2006-03-01,565.09
2006-03-02,531.86
2006-03-03,562.15
2006-03-04,529.6
2006-03-05,542.14
2006-03-06,556.17
2006-03-07,432.19
2006-03-08,436.89
2006-03-09,519.53
2006-03-10,450.15
2006-03-11,478.92
2006-03-13,522.82
2006-03-14,519.68
2006-03-15,525.89
2006-03-16,523.48
2006-03-17,532.23
2006-03-20,533.28
2006-03-21,525.92
2006-03-22,523.26
2006-03-23,530.95
2006-03-24,532.01
2006-03-27,510.98
2006-03-28,507.73
2006-03-29,499.0
2006-03-30,517.03
2006-03-31,515.9
2006-04-01,495.78
2006-04-03,529.6
2006-04-04,523.57
2006-04-05,534.81
2006-04-06,528.71
2006-04-07,526.98
2006-04-08,434.44
2006-04-09,460.2
2006-04-10,443.78
2006-04-11,516.17
2006-04-12,507.29
2006-04-13,517.17
2006-04-14,508.01
2006-04-17,509.17
2006-04-18,508.06
2006-04-19,530.92
2006-04-20,525.87
2006-04-21,535.57
2006-04-24,546.01
2006-04-25,547.63
2006-04-26,546.67
2006-04-27,541.36
2006-04-28,528.82
2006-05-01,532.99
2006-05-02,528.42
2006-05-03,542.14
2006-05-04,536.39
2006-05-05,534.67
2006-05-06,464.19
2006-05-07,436.62
2006-05-08,538.91
2006-05-09,540.48
2006-05-10,452.66
2006-05-11,527.34
2006-05-12,461.67
2006-05-15,484.37
2006-05-16,483.67
2006-05-17,503.65
2006-05-18,480.24
2006-05-19,
2006-05-22,456.86
2006-05-23,428.49
2006-05-24,440.56
2006-05-25,439.83
2006-05-26,457.16
2006-05-29,468.19
2006-05-30,459.36
2006-05-31,455.83
2006-06-01,466.27
2006-06-02,532.76
2006-06-03,556.17
2006-06-04,528.71
2006-06-05,464.19
2006-06-06,460.5
2006-06-07,427.89
2006-06-08,436.55
2006-06-09,463.93
2006-06-10,451.53
2006-06-11,484.06
2006-06-12,424.81
2006-06-13,392.15
2006-06-14,398.47
2006-06-15,415.95
2006-06-16,426.46
2006-06-19,419.22
2006-06-20,420.5
2006-06-21,418.25
2006-06-22,423.6
2006-06-23,412.34
2006-06-26,397.81
2006-06-27,386.06
2006-06-28,398.86
2006-06-29,412.07
2006-06-30,432.77
2006-07-02,539.67
2006-07-03,526.35
2006-07-04,526.98
2006-07-05,436.62
2006-07-06,460.88
2006-07-07,440.06
2006-07-08,437.28
2006-07-09,457.98
2006-07-10,440.5
2006-07-11,493.26
2006-07-12,476.48
2006-07-13,424.58
2006-07-14,419.76
2006-07-17,397.41
2006-07-18,400.67
2006-07-19,413.55
2006-07-20,428.8
2006-07-21,427.4
2006-07-24,426.0
2006-07-25,430.13
2006-07-26,436.11
2006-07-27,447.56
2006-07-28,443.21
2006-07-31,446.22
2006-08-01,441.43
2006-08-02,524.27
2006-08-03,436.89
2006-08-04,434.44
2006-08-05,538.91
2006-08-06,436.55
2006-08-07,437.28
2006-08-08,447.11
2006-08-09,460.99
2006-08-10,452.22
2006-08-11,488.23
2006-08-12,481.38
2006-08-14,459.19
2006-08-15,452.15
2006-08-16,464.13
2006-08-17,469.59
2006-08-18,461.72
2006-08-21,454.18
2006-08-22,456.98
2006-08-23,453.53
2006-08-24,445.11
2006-08-25,447.54
2006-08-28,448.42
2006-08-29,451.35
2006-08-30,
2006-08-31,453.99
2006-09-01,456.2
2006-09-02,528.98
2006-09-03,519.53
2006-09-04,460.2
2006-09-05,540.48
2006-09-06,463.93
2006-09-07,457.98
2006-09-08,460.99
2006-09-10,448.84
2006-09-11,453.54
2006-09-12,454.69
2006-09-13,466.36
2006-09-14,463.01
2006-09-15,460.06
2006-09-18,470.2
2006-09-19,464.87
2006-09-20,466.38
2006-09-21,464.7
2006-09-22,446.56
2006-09-25,447.48
2006-09-26,445.29
2006-09-27,454.17
2006-09-28,451.57
2006-09-29,453.31
2006-10-01,
2006-10-02,529.38
2006-10-03,450.15
2006-10-04,524.46
2006-10-05,528.41
2006-10-06,451.53
2006-10-07,440.5
2006-10-08,452.22
2006-10-09,448.84
2006-10-10,458.04
2006-10-11,483.76
2006-10-12,458.69
2006-10-13,469.36
2006-10-16,472.24
2006-10-17,475.38
2006-10-18,476.56
2006-10-19,485.17
2006-10-20,487.47
2006-10-23,
2006-10-24,
2006-10-25,
2006-10-26,496.47
2006-10-27,497.34
2006-10-30,490.33
2006-10-31,492.49
2006-11-01,494.84
2006-11-02,489.07
2006-11-03,478.92
2006-11-04,516.17
2006-11-05,527.34
2006-11-06,484.06
2006-11-07,442.73
2006-11-08,488.23
2006-11-09,489.38
2006-11-10,483.76
2006-11-12,478.99
2006-11-13,481.91
2006-11-14,482.01
2006-11-15,486.48
2006-11-16,483.89
2006-11-17,474.6
2006-11-20,462.45
2006-11-21,470.22
2006-11-22,467.16
2006-11-23,461.55
2006-11-24,460.3
2006-11-27,463.45
2006-11-28,459.98
2006-11-29,464.19
2006-11-30,469.96
2006-12-01,
2006-12-04,507.29
2006-12-05,461.67
2006-12-06,424.81
2006-12-07,444.1
2006-12-08,481.38
2006-12-09,454.69
2006-12-10,458.69
2006-12-11,478.99
2006-12-12,483.86
2006-12-13,478.22
2006-12-14,477.42
2006-12-15,488.46
2006-12-18,491.34
2006-12-19,482.23
2006-12-20,481.43
2006-12-21,476.46
2006-12-22,475.72
2006-12-25,476.23
2006-12-26,474.98
2006-12-27,471.06
2006-12-28,477.48
2006-12-29,479.5
2007-01-01,
2007-01-02,
2007-01-03,507.75
2007-01-04,479.09
2007-01-05,471.31
2007-01-06,577.83
2007-01-08,459.82
2007-01-09,461.62
2007-01-10,670.6
2007-01-11,730.12
2007-01-12,463.86
2007-01-15,469.89
2007-01-16,477.67
2007-01-17,478.11
2007-01-18,486.34
2007-01-19,491.8
2007-01-22,500.41
2007-01-23,501.98
2007-01-24,509.96
2007-01-25,515.59
2007-01-26,508.45
2007-01-29,506.98
2007-01-30,500.75
2007-01-31,507.41
2007-02-01,
2007-02-02,522.7
2007-02-03,489.68
2007-02-04,534.77
2007-02-05,521.22
2007-02-06,521.31
2007-02-07,590.46
2007-02-08,508.25
2007-02-09,516.94
2007-02-10,689.54
2007-02-11,709.34
2007-02-12,515.12
2007-02-13,520.01
2007-02-14,529.62
2007-02-15,538.38
2007-02-16,535.08
2007-02-19,539.72
2007-02-20,540.32
2007-02-21,532.69
2007-02-22,528.26
2007-02-23,530.08
2007-02-26,532.12
2007-02-27,518.54
2007-02-28,501.82
2007-03-01,507.75
2007-03-02,489.68
2007-03-04,539.91
2007-03-05,550.25
2007-03-06,488.7
2007-03-07,607.46
2007-03-08,503.89
2007-03-09,502.54
2007-03-10,674.68
2007-03-12,515.39
2007-03-13,516.18
2007-03-14,495.05
2007-03-15,504.88
2007-03-16,501.73
2007-03-19,508.98
2007-03-20,513.53
2007-03-21,516.27
2007-03-22,531.55
2007-03-23,529.96
2007-03-26,529.36
2007-03-27,526.38
2007-03-28,525.4
2007-03-29,529.42
2007-03-30,535.18
2007-04-01,479.09
2007-04-02,534.77
2007-04-03,539.91
2007-04-04,550.68
2007-04-05,559.76
2007-04-06,579.98
2007-04-07,615.52
2007-04-09,623.44
2007-04-10,681.12
2007-04-11,568.96
2007-04-12,678.34
2007-04-13,565.14
2007-04-16,575.22
2007-04-17,573.64
2007-04-18,573.95
2007-04-19,560.71
2007-04-20,581.68
2007-04-23,
2007-04-24,578.52
2007-04-25,583.8
2007-04-26,595.7
2007-04-27,588.85
2007-04-30,541.96
2007-05-01,471.31
2007-05-02,549.5
2007-05-03,550.25
2007-05-04,545.2
2007-05-06,581.42
2007-05-07,555.89
2007-05-08,554.69
2007-05-09,629.16
2007-05-10,699.97
2007-05-11,546.62
2007-05-12,680.43
2007-05-14,557.91
2007-05-15,557.78
2007-05-16,556.66
2007-05-17,568.96
2007-05-18,570.34
2007-05-21,572.81
2007-05-22,576.28
2007-05-23,572.33
2007-05-24,571.82
2007-05-25,569.34
2007-05-28,577.52
2007-05-29,579.62
2007-05-30,577.18
2007-05-31,579.92
2007-06-01,577.83
2007-06-02,521.31
2007-06-03,488.7
2007-06-04,579.98
2007-06-05,581.42
2007-06-06,579.6
2007-06-07,619.78
2007-06-08,623.42
2007-06-09,617.82
2007-06-11,704.92
2007-06-12,561.08
2007-06-13,547.65
2007-06-14,559.05
2007-06-15,563.39
2007-06-18,575.64
2007-06-19,577.65
2007-06-20,576.94
2007-06-21,574.09
2007-06-22,571.83
2007-06-25,564.19
2007-06-26,565.15
2007-06-27,567.37
2007-06-28,569.66
2007-06-29,573.47
2007-07-02,515.15
2007-07-03,498.04
2007-07-04,615.52
2007-07-05,555.89
2007-07-06,566.72
2007-07-08,637.45
2007-07-09,617.53
2007-07-10,634.89
2007-07-11,620.1
2007-07-12,706.66
2007-07-13,655.47
2007-07-16,648.16
2007-07-17,641.24
2007-07-18,634.16
2007-07-19,647.26
2007-07-20,657.97
2007-07-23,677.77
2007-07-24,698.91
2007-07-25,677.09
2007-07-26,669.62
2007-07-27,645.12
2007-07-30,641.1
2007-07-31,652.93
2007-08-01,459.82
2007-08-02,508.25
2007-08-03,503.89
2007-08-05,554.69
2007-08-06,623.42
2007-08-07,637.45
2007-08-08,642.28
2007-08-09,645.19
2007-08-10,713.34
2007-08-11,682.48
2007-08-13,615.16
2007-08-14,619.25
2007-08-15,602.18
2007-08-16,564.48
2007-08-17,561.86
2007-08-20,582.56
2007-08-21,564.65
2007-08-22,577.25
2007-08-23,595.98
2007-08-24,587.61
2007-08-27,591.61
2007-08-28,593.32
2007-08-29,592.08
2007-08-30,
2007-08-31,615.79
2007-09-01,461.62
2007-09-02,516.94
2007-09-03,625.69
2007-09-04,623.44
2007-09-05,629.16
2007-09-06,617.82
2007-09-07,617.53
2007-09-08,645.19
2007-09-10,705.94
2007-09-11,608.16
2007-09-12,612.82
2007-09-13,612.13
2007-09-14,626.02
2007-09-17,623.37
2007-09-18,627.7
2007-09-19,657.89
2007-09-20,666.93
2007-09-21,668.93
2007-09-24,672.3
2007-09-25,661.87
2007-09-26,667.47
2007-09-27,678.69
2007-09-28,679.67
2007-10-01,670.6
2007-10-02,689.54
2007-10-03,674.68
2007-10-04,681.12
2007-10-05,699.97
2007-10-07,634.89
2007-10-08,713.34
2007-10-09,705.94
2007-10-10,717.98
2007-10-11,723.94
2007-10-12,705.39
2007-10-15,719.97
2007-10-16,717.44
2007-10-17,718.87
2007-10-18,716.06
2007-10-19,702.86
2007-10-22,665.81
2007-10-23,688.38
2007-10-24,689.75
2007-10-25,695.96
2007-10-26,698.11
2007-10-29,
2007-10-30,708.98
2007-10-31,713.06
2007-11-01,455.34
2007-11-02,709.34
2007-11-04,568.96
2007-11-05,706.25
2007-11-06,559.53
2007-11-07,702.99
2007-11-08,682.48
2007-11-09,608.16
2007-11-10,723.94
2007-11-12,671.22
2007-11-13,671.49
2007-11-14,691.68
2007-11-15,691.47
2007-11-16,679.64
2007-11-19,676.69
2007-11-20,659.59
2007-11-21,653.39
2007-11-22,647.18
2007-11-23,655.04
2007-11-26,661.49
2007-11-27,651.89
2007-11-28,663.76
2007-11-29,667.56
2007-11-30,671.53
2007-12-01,463.86
2007-12-02,515.12
2007-12-03,515.39
2007-12-04,678.34
2007-12-05,680.43
2007-12-06,561.08
2007-12-07,639.63
2007-12-09,612.82
2007-12-10,
2007-12-11,671.22
2007-12-12,695.35
2007-12-13,698.19
2007-12-14,696.4
2007-12-17,675.35
2007-12-18,667.94
2007-12-19,671.8
2007-12-20,
2007-12-21,
2007-12-24,684.07
2007-12-25,691.04
2007-12-26,696.22
2007-12-27,695.49
2007-12-28,693.76
2007-12-31,695.93
2008-01-01,
2008-01-02,680.28
2008-01-03,669.78
2008-01-04,496.99
2008-01-05,546.85
2008-01-07,654.83
2008-01-08,659.81
2008-01-09,656.7
2008-01-10,
2008-01-11,650.22
2008-01-12,318.79
2008-01-14,641.49
2008-01-15,636.18
2008-01-16,611.41
2008-01-17,606.94
2008-01-18,601.77
2008-01-21,584.05
2008-01-22,552.75
2008-01-23,562.53
2008-01-24,545.98
2008-01-25,568.88
2008-01-28,545.67
2008-01-29,548.95
2008-01-30,552.82
2008-01-31,541.92
2008-02-01,680.28
2008-02-04,520.43
2008-02-05,543.77
2008-02-06,536.96
2008-02-07,428.07
2008-02-08,527.31
2008-02-09,506.87
2008-02-10,
2008-02-11,515.94
2008-02-12,522.74
2008-02-13,547.37
2008-02-14,565.5
2008-02-15,565.22
2008-02-18,560.93
2008-02-19,567.14
2008-02-20,572.21
2008-02-21,574.94
2008-02-22,568.8
2008-02-25,573.22
2008-02-26,572.42
2008-02-27,577.15
2008-02-28,578.35
2008-02-29,567.52
2008-03-01,669.78
2008-03-03,539.93
2008-03-04,522.69
2008-03-05,536.38
2008-03-06,512.24
2008-03-07,519.24
2008-03-09,514.34
2008-03-10,432.96
2008-03-11,527.22
2008-03-12,309.92
2008-03-13,532.42
2008-03-14,537.01
2008-03-17,491.38
2008-03-18,498.18
2008-03-19,509.61
2008-03-20,501.94
2008-03-21,501.28
2008-03-24,499.96
2008-03-25,513.16
2008-03-26,511.09
2008-03-27,514.51
2008-03-28,507.4
2008-03-31,482.33
2008-04-01,673.22
2008-04-02,567.96
2008-04-03,522.69
2008-04-04,512.44
2008-04-06,511.12
2008-04-07,531.65
2008-04-08,529.69
2008-04-09,508.64
2008-04-10,531.22
2008-04-11,538.39
2008-04-12,316.5
2008-04-14,520.9
2008-04-15,523.13
2008-04-16,523.09
2008-04-17,523.54
2008-04-18,522.44
2008-04-21,536.21
2008-04-22,539.87
2008-04-23,
2008-04-24,534.81
2008-04-25,549.86
2008-04-28,550.21
2008-04-29,544.74
2008-04-30,535.24
2008-05-01,546.85
2008-05-02,569.55
2008-05-03,536.38
2008-05-05,551.05
2008-05-06,516.21
2008-05-07,544.47
2008-05-08,551.16
2008-05-09,528.66
2008-05-11,366.92
2008-05-12,313.44
2008-05-13,528.64
2008-05-14,533.72
2008-05-15,536.47
2008-05-16,542.98
2008-05-19,
2008-05-20,536.55
2008-05-21,525.66
2008-05-22,517.92
2008-05-23,514.55
2008-05-26,501.07
2008-05-27,506.01
2008-05-28,508.22
2008-05-29,503.28
2008-05-30,510.05
2008-06-02,536.96
2008-06-03,512.24
2008-06-04,511.12
2008-06-05,547.13
2008-06-06,511.63
2008-06-08,547.99
2008-06-09,501.2
2008-06-10,411.54
2008-06-11,345.41
2008-06-12,489.77
2008-06-13,491.07
2008-06-16,497.61
2008-06-17,494.22
2008-06-18,494.07
2008-06-19,488.79
2008-06-20,489.91
2008-06-23,482.54
2008-06-24,475.95
2008-06-25,477.43
2008-06-26,473.52
2008-06-27,458.41
2008-06-30,452.22
2008-07-01,654.83
2008-07-02,539.82
2008-07-03,519.24
2008-07-04,531.65
2008-07-05,544.47
2008-07-07,444.06
2008-07-08,539.23
2008-07-09,455.07
2008-07-10,404.31
2008-07-11,350.81
2008-07-14,454.36
2008-07-15,452.44
2008-07-16,456.13
2008-07-17,476.93
2008-07-18,490.39
2008-07-21,490.94
2008-07-22,486.02
2008-07-23,494.22
2008-07-24,494.41
2008-07-25,489.16
2008-07-28,483.66
2008-07-29,482.55
2008-07-30,522.09
2008-07-31,543.78
2008-08-01,659.81
2008-08-02,527.31
2008-08-04,529.69
2008-08-05,539.34
2008-08-06,547.99
2008-08-07,439.85
2008-08-08,531.26
2008-08-09,518.11
2008-08-10,379.88
2008-08-11,527.74
2008-08-12,532.89
2008-08-13,530.84
2008-08-14,533.7
2008-08-15,539.97
2008-08-18,537.37
2008-08-19,530.09
2008-08-20,515.2
2008-08-21,509.55
2008-08-22,513.6
2008-08-25,523.55
2008-08-26,515.53
2008-08-27,510.86
2008-08-28,508.26
2008-08-29,515.19
2008-09-01,656.7
2008-09-02,506.87
2008-09-03,514.34
2008-09-04,534.58
2008-09-05,528.66
2008-09-06,501.2
2008-09-07,455.07
2008-09-08,518.11
2008-09-09,521.17
2008-09-10,507.83
2008-09-11,487.74
2008-09-12,
2008-09-15,451.78
2008-09-16,441.87
2008-09-17,440.36
2008-09-18,411.8
2008-09-19,449.16
2008-09-22,462.3
2008-09-23,451.73
2008-09-24,453.96
2008-09-25,454.53
2008-09-26,463.2
2008-09-29,461.51
2008-09-30,
2008-10-01,
2008-10-02,
2008-10-03,514.46
2008-10-04,531.22
2008-10-06,493.61
2008-10-07,404.31
2008-10-08,379.88
2008-10-09,507.83
2008-10-10,371.61
2008-10-11,349.8
2008-10-12,
2008-10-13,377.76
2008-10-14,389.4
2008-10-15,383.62
2008-10-16,358.25
2008-10-17,341.73
2008-10-20,340.6
2008-10-21,357.67
2008-10-22,337.93
2008-10-23,319.56
2008-10-24,308.48
2008-10-27,301.66
2008-10-28,318.89
2008-10-29,
2008-10-30,343.87
2008-10-31,340.52
2008-11-01,650.22
2008-11-02,515.94
2008-11-03,363.84
