Tarih,TP_MK_ISL_HC
2004-01-16,688956.29
2004-01-19,633996.24
2004-01-20,926560.25
2004-01-21,960379.74
2004-01-22,848629.17
2004-01-23,
2004-01-26,561698.13
2004-01-27,752158.68
2004-01-28,549908.61
2004-01-29,611881.31
2004-01-30,542158.21
2004-02-01,930206.13
2004-02-02,
2004-02-03,958580.38
2004-02-04,884982.53
2004-02-05,364996.68
2004-02-06,372872.12
2004-02-07,840734.66
2004-02-08,1008232.12
2004-02-09,799702.58
2004-02-10,927615.89
2004-02-11,719569.08
2004-02-12,1407254.82
2004-02-13,850172.03
2004-02-16,1235918.6
2004-02-17,896737.28
2004-02-18,961091.45
2004-02-19,1080874.03
2004-02-20,910904.32
2004-02-23,624866.34
2004-02-24,843114.99
2004-02-25,879241.66
2004-02-26,1242006.95
2004-02-27,832702.38
2004-03-01,524647.6
2004-03-02,958580.38
2004-03-03,831418.83
2004-03-04,680673.17
2004-03-05,733012.73
2004-03-06,539640.37
2004-03-08,730858.47
2004-03-09,1503085.8
2004-03-10,1025945.16
2004-03-11,1064209.69
2004-03-12,929421.69
2004-03-15,686170.11
2004-03-16,716912.97
2004-03-17,584562.66
2004-03-18,814470.84
2004-03-19,1144109.83
2004-03-22,1374095.8
2004-03-23,1234561.25
2004-03-24,1764832.69
2004-03-25,1431415.49
2004-03-26,1868396.68
2004-03-29,1878891.8
2004-03-30,1385337.71
2004-03-31,1169782.73
2004-04-01,946800.13
2004-04-02,
2004-04-03,680673.17
2004-04-05,703365.26
2004-04-06,947556.79
2004-04-07,886875.64
2004-04-08,1003764.44
2004-04-09,529824.86
2004-04-10,836299.1
2004-04-11,1126509.14
2004-04-12,688221.65
2004-04-13,709388.61
2004-04-14,1022980.25
2004-04-15,770023.37
2004-04-16,823239.6
2004-04-19,963306.33
2004-04-20,981752.74
2004-04-21,660425.89
2004-04-22,727704.98
2004-04-23,
2004-04-26,705574.89
2004-04-27,1066187.83
2004-04-28,808246.28
2004-04-29,806466.67
2004-04-30,813328.5
2004-05-01,1435873.14
2004-05-02,364996.68
2004-05-03,633368.18
2004-05-04,930419.17
2004-05-05,845092.05
2004-05-06,998108.23
2004-05-07,694247.11
2004-05-08,700126.43
2004-05-10,866103.5
2004-05-11,808643.52
2004-05-12,605790.84
2004-05-13,501976.42
2004-05-14,626442.28
2004-05-17,541820.18
2004-05-18,480306.97
2004-05-19,
2004-05-20,495422.38
2004-05-21,491931.76
2004-05-24,791667.6
2004-05-25,707252.61
2004-05-26,806093.73
2004-05-27,574269.21
2004-05-28,677159.22
2004-05-31,362435.89
2004-06-01,1774942.51
2004-06-02,462918.1
2004-06-03,539640.37
2004-06-04,1033640.12
2004-06-05,998108.23
2004-06-07,569933.75
2004-06-08,630934.23
2004-06-09,545590.48
2004-06-10,402894.85
2004-06-11,448014.88
2004-06-12,786997.72
2004-06-14,424538.02
2004-06-15,399474.72
2004-06-16,346156.11
2004-06-17,275950.63
2004-06-18,344607.57
2004-06-21,203563.79
2004-06-22,317169.81
2004-06-23,288255.24
2004-06-24,615310.83
2004-06-25,497628.4
2004-06-28,519296.64
2004-06-29,513159.58
2004-06-30,391917.34
2004-07-01,1632715.51
2004-07-02,840734.66
2004-07-04,886875.64
2004-07-05,640845.52
2004-07-06,569933.75
2004-07-07,458622.88
2004-07-08,381875.64
2004-07-09,1307287.94
2004-07-10,1260176.32
2004-07-12,594398.98
2004-07-13,708402.59
2004-07-14,524067.96
2004-07-15,653402.54
2004-07-16,897126.26
2004-07-19,610617.23
2004-07-20,608957.28
2004-07-21,762553.92
2004-07-22,426248.4
2004-07-23,582227.23
2004-07-26,465648.27
2004-07-27,460277.07
2004-07-28,540411.33
2004-07-29,759951.03
2004-07-30,778901.01
2004-08-01,1213627.55
2004-08-02,1008232.12
2004-08-03,988569.43
2004-08-04,1003764.44
2004-08-05,700126.43
2004-08-06,622574.74
2004-08-07,381875.64
2004-08-09,1495891.67
2004-08-10,1417669.68
2004-08-11,663555.14
2004-08-12,1069899.98
2004-08-13,466083.51
2004-08-16,352789.78
2004-08-17,783210.35
2004-08-18,735564.84
2004-08-19,496528.29
2004-08-20,345213.41
2004-08-23,446356.77
2004-08-24,583023.65
2004-08-25,473134.05
2004-08-26,440550.38
2004-08-27,610844.15
2004-08-30,
2004-08-31,780960.06
2004-09-01,917418.47
2004-09-02,888978.29
2004-09-03,1503085.8
2004-09-04,529824.86
2004-09-06,749061.1
2004-09-07,361286.41
2004-09-08,794954.33
2004-09-09,1153357.07
2004-09-10,853897.69
2004-09-11,772263.65
2004-09-12,878218.67
2004-09-13,695960.04
2004-09-14,973541.03
2004-09-15,1358460.96
2004-09-16,965237.89
2004-09-17,1351893.94
2004-09-20,1104708.21
2004-09-21,1196579.24
2004-09-22,1129535.75
2004-09-23,1798178.52
2004-09-24,1410020.72
2004-09-27,880475.27
2004-09-28,948718.31
2004-09-29,919394.94
2004-09-30,1149550.94
2004-10-01,787353.52
2004-10-02,927615.89
2004-10-03,1025945.16
2004-10-04,836299.1
2004-10-05,573009.27
2004-10-06,402894.85
2004-10-07,1260176.32
2004-10-08,1417669.68
2004-10-09,853897.69
2004-10-11,785705.86
2004-10-12,1248317.19
2004-10-13,994323.25
2004-10-14,711585.34
2004-10-15,1002066.88
2004-10-18,663858.46
2004-10-19,986842.74
2004-10-20,616488.64
2004-10-21,638507.71
2004-10-22,776496.71
2004-10-25,556239.9
2004-10-26,633336.14
2004-10-27,1240873.01
2004-10-28,521317.47
2004-10-29,
2004-11-01,1091776.12
2004-11-02,719569.08
2004-11-03,1064209.69
2004-11-04,1126509.14
2004-11-05,808643.52
2004-11-06,448014.88
2004-11-08,874382.02
2004-11-09,772263.65
2004-11-10,1351712.43
2004-11-11,1039509.61
2004-11-12,762643.76
2004-11-15,
2004-11-16,
2004-11-17,859442.94
2004-11-18,1013086.3
2004-11-19,895022.32
2004-11-22,528837.84
2004-11-23,1012264.23
2004-11-24,946890.52
2004-11-25,668763.62
2004-11-26,578568.1
2004-11-29,839107.02
2004-11-30,625671.47
2004-12-01,701968.13
2004-12-02,904566.21
2004-12-03,884641.58
2004-12-04,688221.65
2004-12-05,605790.84
2004-12-06,786997.72
2004-12-07,594398.98
2004-12-08,415150.35
2004-12-09,878218.67
2004-12-10,841527.87
2004-12-11,762643.76
2004-12-13,932342.26
2004-12-14,1403843.03
2004-12-15,920415.57
2004-12-16,1321805.98
2004-12-17,2106124.19
2004-12-20,1537306.7
2004-12-21,945929.1
2004-12-22,1103703.78
2004-12-23,1052727.49
2004-12-24,529928.88
2004-12-27,507969.6
2004-12-28,764923.75
2004-12-29,1105971.57
2004-12-30,
2004-12-31,
2005-01-02,1391693.45
2005-01-03,837769.06
2005-01-04,950718.89
2005-01-05,790532.15
2005-01-06,732789.47
2005-01-07,1306325.33
2005-01-08,1238508.36
2005-01-09,1814012.18
2005-01-10,1423237.65
2005-01-11,1612000.33
2005-01-12,1705914.64
2005-01-13,1537897.22
2005-01-14,1747019.33
2005-01-17,1089723.23
2005-01-18,968832.81
2005-01-19,567704.3
2005-01-20,
2005-01-21,
2005-01-24,1305350.18
2005-01-25,1322622.74
2005-01-26,1587816.23
2005-01-27,1829508.87
2005-01-28,1215304.24
2005-01-31,1052409.86
2005-02-01,1391693.45
2005-02-02,1811834.48
2005-02-03,1654847.55
2005-02-04,1713269.33
2005-02-05,674894.74
2005-02-06,967881.75
2005-02-07,1451616.11
2005-02-08,1089059.02
2005-02-09,1170033.54
2005-02-10,1319684.67
2005-02-11,583902.3
2005-02-12,1905312.85
2005-02-14,951924.19
2005-02-15,1304803.75
2005-02-16,1510722.65
2005-02-17,1103188.87
2005-02-18,901675.99
2005-02-21,897976.84
2005-02-22,774053.78
2005-02-23,745883.27
2005-02-24,1007559.95
2005-02-25,1223692.95
2005-02-28,1181808.12
2005-03-01,1067395.4
2005-03-02,1654847.55
2005-03-03,902972.68
2005-03-04,1538629.42
2005-03-05,637230.52
2005-03-06,1013840.26
2005-03-07,983517.53
2005-03-08,1146640.41
2005-03-09,1126252.07
2005-03-10,1235912.3
2005-03-11,
2005-03-14,879292.17
2005-03-15,1284611.89
2005-03-16,1213908.76
2005-03-17,1550279.24
2005-03-18,1174868.9
2005-03-21,767474.48
2005-03-22,847415.01
2005-03-23,1103552.42
2005-03-24,1000259.13
2005-03-25,1035617.71
2005-03-28,749493.82
2005-03-29,739511.5
2005-03-30,815465.26
2005-03-31,1279746.35
2005-04-01,952306.31
2005-04-02,1713269.33
2005-04-03,1538629.42
2005-04-04,623359.56
2005-04-05,675170.25
2005-04-06,896271.73
2005-04-07,779100.86
2005-04-08,1085373.18
2005-04-10,2833037.97
2005-04-11,449815.46
2005-04-12,820284.1
2005-04-13,809490.44
2005-04-14,629753.15
2005-04-15,787416.39
2005-04-18,754851.44
2005-04-19,752845.17
2005-04-20,1324841.77
2005-04-21,770641.69
2005-04-22,791520.5
2005-04-25,570226.15
2005-04-26,595929.01
2005-04-27,531241.33
2005-04-28,654220.17
2005-04-29,702944.49
2005-05-01,790532.15
2005-05-02,674894.74
2005-05-03,637230.52
2005-05-04,675170.25
2005-05-05,978621.47
2005-05-06,709424.77
2005-05-07,725550.34
2005-05-08,817779.11
2005-05-09,604578.22
2005-05-10,1948356.56
2005-05-11,529145.17
2005-05-12,1485114.49
2005-05-13,815913.65
2005-05-16,599428.76
2005-05-17,674137.98
2005-05-18,756967.41
2005-05-19,
2005-05-20,762075.75
2005-05-23,764328.28
2005-05-24,576057.54
2005-05-25,626745.05
2005-05-26,493901.49
2005-05-27,672275.36
2005-05-30,599907.76
2005-05-31,985145.56
2005-06-01,666802.3
2005-06-02,967881.75
2005-06-03,1013840.26
2005-06-04,896271.73
2005-06-05,709424.77
2005-06-06,906511.59
2005-06-07,666946.58
2005-06-08,808666.44
2005-06-09,674029.3
2005-06-10,625768.76
2005-06-12,1644624.96
2005-06-13,579464.76
2005-06-14,697061.8
2005-06-15,780295.0
2005-06-16,893918.36
2005-06-17,995228.63
2005-06-20,658663.29
2005-06-21,884656.23
2005-06-22,842532.22
2005-06-23,919100.92
2005-06-24,587365.77
2005-06-27,609373.28
2005-06-28,530818.08
2005-06-29,963550.68
2005-06-30,1065405.0
2005-07-01,1306325.33
2005-07-02,1451616.11
2005-07-03,983517.53
2005-07-04,776147.49
2005-07-05,725550.34
2005-07-06,761238.2
2005-07-07,1344195.74
2005-07-08,1092773.37
2005-07-09,1034457.35
2005-07-10,1187615.54
2005-07-11,1111744.3
2005-07-12,842796.4
2005-07-13,1163438.77
2005-07-14,1301518.18
2005-07-15,1280953.28
2005-07-18,791685.77
2005-07-19,792557.65
2005-07-20,1168190.98
2005-07-21,1188998.18
2005-07-22,973319.93
2005-07-25,807280.93
2005-07-26,952947.62
2005-07-27,855281.02
2005-07-28,1166390.53
2005-07-29,1051171.75
2005-08-01,1238508.36
2005-08-02,1089059.02
2005-08-03,1146640.41
2005-08-04,613624.42
2005-08-05,817779.11
2005-08-06,808666.44
2005-08-07,1092773.37
2005-08-08,768692.84
2005-08-09,1153439.12
2005-08-10,964596.15
2005-08-11,837608.74
2005-08-12,1290179.84
2005-08-15,707684.98
2005-08-16,908772.49
2005-08-17,779458.85
2005-08-18,793405.65
2005-08-19,1007943.65
2005-08-22,815617.62
2005-08-23,905728.45
2005-08-24,920754.39
2005-08-25,971138.27
2005-08-26,978043.74
2005-08-29,727758.2
2005-08-30,
2005-08-31,1409442.33
2005-09-01,1814012.18
2005-09-02,1170033.54
2005-09-03,1126252.07
2005-09-05,604578.22
2005-09-06,1080892.02
2005-09-07,1034457.35
2005-09-08,849395.2
2005-09-09,1234103.2
2005-09-11,1124767.46
2005-09-12,1343717.62
2005-09-13,2746431.36
2005-09-14,1547134.08
2005-09-15,1440350.51
2005-09-16,1579484.37
2005-09-19,1207987.8
2005-09-20,1595670.94
2005-09-21,1409550.95
2005-09-22,1406562.49
2005-09-23,1092542.04
2005-09-26,962600.17
2005-09-27,1030077.68
2005-09-28,1302069.17
2005-09-29,1171441.82
2005-09-30,1063285.16
2005-10-01,1423237.65
2005-10-02,1319684.67
2005-10-03,1235912.3
2005-10-04,2833037.97
2005-10-05,662836.42
2005-10-06,625768.76
2005-10-07,1187615.54
2005-10-08,964596.15
2005-10-10,1065669.26
2005-10-11,1416736.65
2005-10-12,1051050.67
2005-10-13,1209750.48
2005-10-14,1169573.31
2005-10-17,957304.7
2005-10-18,1042304.05
2005-10-19,767531.72
2005-10-20,898375.8
2005-10-21,1119465.59
2005-10-24,879889.11
2005-10-25,976911.34
2005-10-26,1109994.13
2005-10-27,724508.36
2005-10-28,377939.91
2005-10-31,808260.45
2005-11-01,1612000.33
2005-11-02,1566848.37
2005-11-03,
2005-11-04,449815.46
2005-11-05,529145.17
2005-11-07,1111744.3
2005-11-08,837608.74
2005-11-09,1124767.46
2005-11-10,1100437.09
2005-11-11,1323252.35
2005-11-14,898267.45
2005-11-15,969372.82
2005-11-16,900029.85
2005-11-17,1141349.92
2005-11-18,1759462.92
2005-11-21,1177019.44
2005-11-22,1239991.63
2005-11-23,1362387.56
2005-11-24,2083074.84
2005-11-25,1821944.73
2005-11-28,1118506.76
2005-11-29,1728257.35
2005-11-30,1754253.46
2005-12-01,1687630.77
2005-12-02,1905312.85
2005-12-04,820284.1
2005-12-05,1054348.87
2005-12-06,1644624.96
2005-12-07,842796.4
2005-12-08,1290179.84
2005-12-09,1343717.62
2005-12-10,1051050.67
2005-12-12,1116437.57
2005-12-13,1283307.82
2005-12-14,1331106.76
2005-12-15,1182557.66
2005-12-16,1112126.86
2005-12-19,1062665.67
2005-12-20,947585.64
2005-12-21,1243796.66
2005-12-22,1370068.62
2005-12-23,1337167.7
2005-12-26,940808.09
2005-12-27,1190100.36
2005-12-28,1186120.13
2005-12-29,1217971.86
2005-12-30,1338523.14
2006-01-02,1669858.45
2006-01-03,1736387.22
2006-01-04,1480446.08
2006-01-05,1205537.38
2006-01-06,1448980.13
2006-01-08,933705.483
2006-01-09,900597.5
2006-01-10,
2006-01-11,
2006-01-12,
2006-01-13,
2006-01-16,1648456.38
2006-01-17,1977336.75
2006-01-18,1447260.25
2006-01-19,1288556.0
2006-01-20,2091773.21
2006-01-23,1327529.71
2006-01-24,1882035.51
2006-01-25,2328632.32
2006-01-26,2490135.75
2006-01-27,2291343.65
2006-01-30,1350485.41
2006-01-31,1392479.66
2006-02-01,1669858.45
2006-02-02,1821014.38
2006-02-03,1275746.18
2006-02-05,967505.51
2006-02-06,1034108.37
2006-02-07,1636411.6
2006-02-08,754784.963
2006-02-09,1740017.62
2006-02-10,732044.98
2006-02-11,1202343.74
2006-02-13,1507584.41
2006-02-14,1383760.14
2006-02-15,1592233.68
2006-02-16,1871523.21
2006-02-17,2203207.1
2006-02-20,1666163.83
2006-02-21,1849869.07
2006-02-22,1482692.31
2006-02-23,1700073.96
2006-02-24,1882305.64
2006-02-27,1912882.06
2006-02-28,2220917.75
2006-03-01,1736387.22
2006-03-02,1275746.18
2006-03-03,1580405.08
2006-03-04,1512121.29
2006-03-05,1259180.04
2006-03-06,1587035.47
2006-03-07,770073.23
2006-03-08,869177.17
2006-03-09,1801388.62
2006-03-10,943183.04
2006-03-11,1239509.28
2006-03-13,1720962.88
2006-03-14,1686002.35
2006-03-15,1567563.42
2006-03-16,1566032.87
2006-03-17,1554120.09
2006-03-20,1058335.09
2006-03-21,1177308.86
2006-03-22,1284645.51
2006-03-23,1446700.92
2006-03-24,1842758.01
2006-03-27,1358574.48
2006-03-28,1486082.48
2006-03-29,1761838.77
2006-03-30,1620861.46
2006-03-31,1548687.51
2006-04-01,1480446.08
2006-04-03,1512121.29
2006-04-04,1789419.55
2006-04-05,1631444.93
2006-04-06,1296445.93
2006-04-07,1430516.46
2006-04-08,1145881.33
2006-04-09,1120445.86
2006-04-10,916553.58
2006-04-11,1153741.63
2006-04-12,1097642.39
2006-04-13,1181161.15
2006-04-14,772237.45
2006-04-17,733417.5
2006-04-18,1338887.27
2006-04-19,1754519.69
2006-04-20,1250203.11
2006-04-21,1876499.06
2006-04-24,1608693.46
2006-04-25,1762529.73
2006-04-26,1788369.1
2006-04-27,1734787.23
2006-04-28,1239393.93
2006-05-01,694882.8
2006-05-02,967505.51
2006-05-03,1259180.04
2006-05-04,1150805.45
2006-05-05,1085573.01
2006-05-06,1311725.38
2006-05-07,1116567.54
2006-05-08,1108047.95
2006-05-09,1370727.66
2006-05-10,1379550.11
2006-05-11,1092813.24
2006-05-12,1016922.64
2006-05-15,1750040.32
2006-05-16,1766927.24
2006-05-17,1921379.92
2006-05-18,1461405.07
2006-05-19,
2006-05-22,1704403.13
2006-05-23,2322781.27
2006-05-24,2240792.91
2006-05-25,1567566.53
2006-05-26,2002069.15
2006-05-29,1118897.72
2006-05-30,1244976.95
2006-05-31,2049825.38
2006-06-01,1446885.21
2006-06-02,1034108.37
2006-06-03,1587035.47
2006-06-04,1296445.93
2006-06-05,1311725.38
2006-06-06,1352526.38
2006-06-07,1068678.12
2006-06-08,1491171.12
2006-06-09,963212.85
2006-06-10,955075.07
2006-06-11,1125856.2
2006-06-12,1042621.35
2006-06-13,1726836.07
2006-06-14,1455993.52
2006-06-15,1685399.96
2006-06-16,1716857.34
2006-06-19,1001150.56
2006-06-20,1142095.4
2006-06-21,1257859.46
2006-06-22,1588293.68
2006-06-23,1340257.7
2006-06-26,966524.42
2006-06-27,1258961.61
2006-06-28,1769581.4
2006-06-29,1521366.28
2006-06-30,1709066.83
2006-07-02,1636411.6
2006-07-03,2193168.1
2006-07-04,1430516.46
2006-07-05,1116567.54
2006-07-06,1437823.93
2006-07-07,1189312.98
2006-07-08,708304.92
2006-07-09,949358.19
2006-07-10,617873.04
2006-07-11,1542695.88
2006-07-12,2481407.43
2006-07-13,873948.75
2006-07-14,988556.96
2006-07-17,821210.61
2006-07-18,960041.53
2006-07-19,889770.74
2006-07-20,1560123.3
2006-07-21,1024678.21
2006-07-24,700398.1
2006-07-25,1107027.57
2006-07-26,1401293.83
2006-07-27,1698731.84
2006-07-28,1131250.24
2006-07-31,711692.97
2006-08-01,933705.483
2006-08-02,1266380.43
2006-08-03,869177.17
2006-08-04,1145881.33
2006-08-05,1108047.95
2006-08-06,1491171.12
2006-08-07,708304.92
2006-08-08,1219591.52
2006-08-09,843578.09
2006-08-10,1415974.62
2006-08-11,1112809.71
2006-08-12,1256827.02
2006-08-14,882815.8
2006-08-15,981246.54
2006-08-16,1442041.55
2006-08-17,1170691.84
2006-08-18,871198.32
2006-08-21,721973.46
2006-08-22,717481.69
2006-08-23,624467.44
2006-08-24,1003662.57
2006-08-25,845177.72
2006-08-28,546517.47
2006-08-29,598271.85
2006-08-30,
2006-08-31,981817.86
2006-09-01,900597.5
2006-09-02,1740017.62
2006-09-03,1801388.62
2006-09-04,1120445.86
2006-09-05,1370727.66
2006-09-06,963212.85
2006-09-07,949358.19
2006-09-08,843578.09
2006-09-10,705185.05
2006-09-11,907112.86
2006-09-12,1313775.49
2006-09-13,1513921.85
2006-09-14,1382499.18
2006-09-15,1177369.28
2006-09-18,1183367.3
2006-09-19,1056372.8
2006-09-20,1139340.6
2006-09-21,1070718.41
2006-09-22,1289164.96
2006-09-25,784316.78
2006-09-26,1008995.55
2006-09-27,1291371.32
2006-09-28,1174559.37
2006-09-29,1148091.36
2006-10-01,
2006-10-02,1836480.37
2006-10-03,943183.04
2006-10-04,1176567.8
2006-10-05,1248694.1
2006-10-06,955075.07
2006-10-07,617873.04
2006-10-08,1415974.62
2006-10-09,705185.05
2006-10-10,1233651.81
2006-10-11,790346.48
2006-10-12,1337009.05
2006-10-13,1618474.13
2006-10-16,1240865.2
2006-10-17,1546985.54
2006-10-18,1703847.13
2006-10-19,1912474.22
2006-10-20,990406.02
2006-10-23,
2006-10-24,
2006-10-25,
2006-10-26,1771606.21
2006-10-27,1255377.9
2006-10-30,1002968.63
2006-10-31,1274976.94
2006-11-01,1125115.45
2006-11-02,1202343.74
2006-11-03,1239509.28
2006-11-04,1153741.63
2006-11-05,1092813.24
2006-11-06,1125856.2
2006-11-07,834748.17
2006-11-08,1112809.71
2006-11-09,1148652.97
2006-11-10,790346.48
2006-11-12,708230.48
2006-11-13,836781.08
2006-11-14,889574.66
2006-11-15,973931.03
2006-11-16,897063.29
2006-11-17,926203.1
2006-11-20,921153.26
2006-11-21,937898.73
2006-11-22,1022445.06
2006-11-23,1103833.04
2006-11-24,987003.87
2006-11-27,1011980.5
2006-11-28,897522.74
2006-11-29,1233878.86
2006-11-30,1348235.78
2006-12-01,
2006-12-04,1097642.39
2006-12-05,1016922.64
2006-12-06,1042621.35
2006-12-07,897927.48
2006-12-08,1256827.02
2006-12-09,1313775.49
2006-12-10,1337009.05
2006-12-11,708230.48
2006-12-12,1104239.17
2006-12-13,966057.32
2006-12-14,1203629.38
2006-12-15,1756230.2
2006-12-18,1060274.08
2006-12-19,1033018.12
2006-12-20,787977.4
2006-12-21,745781.6
2006-12-22,595031.05
2006-12-25,669157.55
2006-12-26,599574.66
2006-12-27,875172.1
2006-12-28,966377.89
2006-12-29,1025085.9
2007-01-01,
2007-01-02,
2007-01-03,1768688.67
2007-01-04,938598.19
2007-01-05,2819637.69
2007-01-06,939336.43
2007-01-08,920323.13
2007-01-09,1140389.3
2007-01-10,1480556.44
2007-01-11,2497792.44
2007-01-12,1422933.45
2007-01-15,1157923.3
2007-01-16,1090521.27
2007-01-17,1255445.44
2007-01-18,1590430.57
2007-01-19,1906117.84
2007-01-22,1464854.28
2007-01-23,1201630.41
2007-01-24,1823189.62
2007-01-25,2077780.17
2007-01-26,1456553.66
2007-01-29,1126120.56
2007-01-30,1073457.94
2007-01-31,1140710.45
2007-02-01,
2007-02-02,1876897.36
2007-02-03,1680466.62
2007-02-04,1099618.18
2007-02-05,1217440.15
2007-02-06,1353955.45
2007-02-07,1211113.82
2007-02-08,1372383.47
2007-02-09,1729449.0
2007-02-10,2410080.01
2007-02-11,1918454.2
2007-02-12,1298421.64
2007-02-13,1587940.63
2007-02-14,1656889.6
2007-02-15,2088887.64
2007-02-16,1411011.51
2007-02-19,1367147.45
2007-02-20,1507767.43
2007-02-21,1828893.51
2007-02-22,1534762.19
2007-02-23,1354409.36
2007-02-26,1234625.24
2007-02-27,1540755.04
2007-02-28,1744651.41
2007-03-01,1768688.67
2007-03-02,1680466.62
2007-03-04,1578115.0
2007-03-05,1510708.13
2007-03-06,1200098.01
2007-03-07,1907262.3
2007-03-08,1466466.27
2007-03-09,1145644.6
2007-03-10,1490865.76
2007-03-12,1115042.58
2007-03-13,1109682.59
2007-03-14,1214399.51
2007-03-15,1839604.79
2007-03-16,1208904.54
2007-03-19,1026211.83
2007-03-20,978850.63
2007-03-21,1149050.83
2007-03-22,1849138.77
2007-03-23,1409534.02
2007-03-26,1013431.42
2007-03-27,1013937.08
2007-03-28,1481273.84
2007-03-29,1357238.53
2007-03-30,1383077.63
2007-04-01,938598.19
2007-04-02,1099618.18
2007-04-03,1578115.0
2007-04-04,1752080.72
2007-04-05,2052732.02
2007-04-06,934034.96
2007-04-07,2193779.29
2007-04-09,1208581.089
2007-04-10,1992105.25
2007-04-11,1614425.05
2007-04-12,1056978.75
2007-04-13,1413580.86
2007-04-16,1594983.66
2007-04-17,1580681.58
2007-04-18,1597480.4
2007-04-19,1687331.91
2007-04-20,2152898.31
2007-04-23,
2007-04-24,1820863.88
2007-04-25,1562007.32
2007-04-26,1732624.06
2007-04-27,1392726.4
2007-04-30,1941180.41
2007-05-01,2819637.69
2007-05-02,1560058.47
2007-05-03,1510708.13
2007-05-04,1261713.19
2007-05-06,1139434.55
2007-05-07,1236418.27
2007-05-08,1071842.63
2007-05-09,1417036.319
2007-05-10,3428717.34
2007-05-11,1675927.02
2007-05-12,1571451.14
2007-05-14,1276606.39
2007-05-15,1286282.23
2007-05-16,1181670.94
2007-05-17,1469441.75
2007-05-18,1122687.77
2007-05-21,1370169.35
2007-05-22,1432242.14
2007-05-23,1282048.89
2007-05-24,1215703.06
2007-05-25,1009476.07
2007-05-28,934064.84
2007-05-29,1365469.94
2007-05-30,1097340.43
2007-05-31,1422570.35
2007-06-01,939336.43
2007-06-02,1353955.45
2007-06-03,1200098.01
2007-06-04,934034.96
2007-06-05,1139434.55
2007-06-06,1214482.74
2007-06-07,1836609.02
2007-06-08,1168459.55
2007-06-09,1521300.76
2007-06-11,1550779.05
2007-06-12,812754.62
2007-06-13,1097859.94
2007-06-14,918318.32
2007-06-15,1376659.86
2007-06-18,1087938.5
2007-06-19,827706.73
2007-06-20,813445.59
2007-06-21,1290329.45
2007-06-22,852290.28
2007-06-25,885315.91
2007-06-26,1028652.87
2007-06-27,955624.64
2007-06-28,1135057.64
2007-06-29,1338444.54
2007-07-02,1125678.86
2007-07-03,1234529.31
2007-07-04,2193779.29
2007-07-05,1236418.27
2007-07-06,1146136.61
2007-07-08,1262626.83
2007-07-09,1336357.122
2007-07-10,1920714.64
2007-07-11,1512390.99
2007-07-12,1660331.96
2007-07-13,2376012.28
2007-07-16,1264549.32
2007-07-17,1531480.3
2007-07-18,1359489.95
2007-07-19,2299638.64
2007-07-20,1889740.42
2007-07-23,3375900.81
2007-07-24,2747873.25
2007-07-25,2352628.45
2007-07-26,2517032.73
2007-07-27,2880432.49
2007-07-30,1845157.57
2007-07-31,1961542.37
2007-08-01,920323.13
2007-08-02,1372383.47
2007-08-03,1466466.27
2007-08-05,1071842.63
2007-08-06,1168459.55
2007-08-07,1262626.83
2007-08-08,1826677.86
2007-08-09,1982057.96
2007-08-10,2397692.69
2007-08-11,2286654.51
2007-08-13,1175985.17
2007-08-14,1281766.04
2007-08-15,1656201.1
2007-08-16,2246203.54
2007-08-17,3433119.99
2007-08-20,1392762.21
2007-08-21,1685236.45
2007-08-22,1650340.61
2007-08-23,1711493.36
2007-08-24,1035703.15
2007-08-27,1063947.39
2007-08-28,1269855.68
2007-08-29,1637756.61
2007-08-30,
2007-08-31,1887848.186
2007-09-01,1140389.3
2007-09-02,1729449.0
2007-09-03,1313868.63
2007-09-04,1208581.089
2007-09-05,1417036.319
2007-09-06,1521300.76
2007-09-07,1336357.122
2007-09-08,1982057.96
2007-09-10,2580297.95
2007-09-11,1183711.238
2007-09-12,1186402.4
2007-09-13,1280716.19
2007-09-14,2321104.06
2007-09-17,1253508.9
2007-09-18,1534525.27
2007-09-19,3302915.07
2007-09-20,2113273.45
2007-09-21,2294340.51
2007-09-24,1812607.01
2007-09-25,1573257.8
2007-09-26,2172043.65
2007-09-27,2153800.08
2007-09-28,1661433.07
2007-10-01,1480556.44
2007-10-02,2410080.01
2007-10-03,1490865.76
2007-10-04,1992105.25
2007-10-05,3428717.34
2007-10-07,1920714.64
2007-10-08,2397692.69
2007-10-09,2580297.95
2007-10-10,2092594.41
2007-10-11,747402.85
2007-10-12,1095659.55
2007-10-15,2534055.52
2007-10-16,1695393.75
2007-10-17,2390452.47
2007-10-18,2327163.32
2007-10-19,2194197.75
2007-10-22,1888209.72
2007-10-23,1961032.55
2007-10-24,1763028.74
2007-10-25,1968244.31
2007-10-26,1579425.84
2007-10-29,
2007-10-30,1638408.07
2007-10-31,2242536.52
2007-11-01,1177575.87
2007-11-02,1918454.2
2007-11-04,1614425.05
2007-11-05,1350416.58
2007-11-06,822776.5
2007-11-07,2025679.0
2007-11-08,2286654.51
2007-11-09,1183711.238
2007-11-10,747402.85
2007-11-12,1605608.92
2007-11-13,1559067.59
2007-11-14,2013466.35
2007-11-15,1583112.15
2007-11-16,1258982.39
2007-11-19,1286768.22
2007-11-20,1736564.8
2007-11-21,1375561.63
2007-11-22,1429972.27
2007-11-23,1446598.63
2007-11-26,1190602.52
2007-11-27,1465127.57
2007-11-28,
2007-11-29,1435331.69
