Tarih,TP_MK_G_HIZMET
2004-05-31,109.36
2004-06-01,117.08
2004-06-02,105.61
2004-06-03,110.05
2004-06-04,114.83
2004-06-05,109.27
2004-06-07,119.34
2004-06-08,114.49
2004-06-09,114.36
2004-06-10,114.46
2004-06-11,114.79
2004-06-12,152.86
2004-06-14,112.68
2004-06-15,112.86
2004-06-16,114.02
2004-06-17,113.15
2004-06-18,111.94
2004-06-21,112.18
2004-06-22,113.21
2004-06-23,110.4
2004-06-24,111.52
2004-06-25,113.77
2004-06-28,114.07
2004-06-29,115.14
2004-06-30,115.71
2004-07-01,112.78
2004-07-02,119.77
2004-07-04,126.64
2004-07-05,119.8
2004-07-06,119.34
2004-07-07,117.2
2004-07-08,117.75
2004-07-09,120.89
2004-07-10,134.92
2004-07-12,151.22
2004-07-13,118.39
2004-07-14,118.35
2004-07-15,118.1
2004-07-16,120.33
2004-07-19,120.24
2004-07-20,120.92
2004-07-21,120.01
2004-07-22,116.06
2004-07-23,115.52
2004-07-26,116.11
2004-07-27,114.79
2004-07-28,115.93
2004-07-29,115.87
2004-07-30,116.99
2004-08-01,116.55
2004-08-02,118.25
2004-08-03,118.46
2004-08-04,123.13
2004-08-05,115.99
2004-08-06,115.99
2004-08-07,117.75
2004-08-09,126.4
2004-08-10,138.62
2004-08-11,113.18
2004-08-12,149.47
2004-08-13,109.98
2004-08-16,109.76
2004-08-17,110.66
2004-08-18,111.57
2004-08-19,113.06
2004-08-20,112.65
2004-08-23,112.37
2004-08-24,113.31
2004-08-25,114.13
2004-08-26,112.97
2004-08-27,114.23
2004-08-30,
2004-08-31,115.37
2004-09-01,115.6
2004-09-02,105.54
2004-09-03,119.27
2004-09-04,124.35
2004-09-06,118.17
2004-09-07,116.41
2004-09-08,114.21
2004-09-09,124.99
2004-09-10,126.19
2004-09-11,144.21
2004-09-12,147.79
2004-09-13,124.3
2004-09-14,126.63
2004-09-15,129.09
2004-09-16,129.03
2004-09-17,128.45
2004-09-20,120.81
2004-09-21,123.55
2004-09-22,126.96
2004-09-23,127.58
2004-09-24,132.65
2004-09-27,130.14
2004-09-28,128.68
2004-09-29,131.41
2004-09-30,129.22
2004-10-01,128.42
2004-10-02,108.33
2004-10-03,117.98
2004-10-04,129.51
2004-10-05,104.96
2004-10-06,114.46
2004-10-07,134.92
2004-10-08,138.62
2004-10-09,126.19
2004-10-11,146.62
2004-10-12,140.37
2004-10-13,139.95
2004-10-14,140.7
2004-10-15,142.92
2004-10-18,140.37
2004-10-19,139.25
2004-10-20,139.1
2004-10-21,138.47
2004-10-22,139.5
2004-10-25,139.74
2004-10-26,141.39
2004-10-27,147.14
2004-10-28,151.24
2004-10-29,
2004-11-01,151.67
2004-11-02,109.19
2004-11-03,118.34
2004-11-04,151.02
2004-11-05,107.11
2004-11-06,114.79
2004-11-08,146.11
2004-11-09,144.21
2004-11-10,142.04
2004-11-11,145.09
2004-11-12,143.8
2004-11-15,
2004-11-16,
2004-11-17,147.94
2004-11-18,150.39
2004-11-19,151.14
2004-11-22,150.81
2004-11-23,152.67
2004-11-24,154.22
2004-11-25,155.57
2004-11-26,155.46
2004-11-29,152.51
2004-11-30,148.92
2004-12-01,150.4
2004-12-02,151.84
2004-12-03,153.74
2004-12-04,122.07
2004-12-05,108.61
2004-12-06,152.86
2004-12-07,151.22
2004-12-08,110.5
2004-12-09,147.79
2004-12-10,147.43
2004-12-11,143.8
2004-12-13,150.54
2004-12-14,151.71
2004-12-15,148.96
2004-12-16,150.59
2004-12-17,149.05
2004-12-20,152.49
2004-12-21,155.49
2004-12-22,155.29
2004-12-23,155.99
2004-12-24,156.03
2004-12-27,155.04
2004-12-28,157.59
2004-12-29,159.77
2004-12-30,
2004-12-31,
2005-01-02,165.14
2005-01-03,165.09
2005-01-04,165.17
2005-01-05,159.46
2005-01-06,162.01
2005-01-07,162.49
2005-01-08,172.5
2005-01-09,179.02
2005-01-10,164.22
2005-01-11,167.3
2005-01-12,205.74
2005-01-13,169.56
2005-01-14,168.99
2005-01-17,171.12
2005-01-18,172.67
2005-01-19,172.36
2005-01-20,
2005-01-21,
2005-01-24,170.59
2005-01-25,165.23
2005-01-26,166.71
2005-01-27,166.13
2005-01-28,167.02
2005-01-31,163.72
2005-02-01,165.14
2005-02-02,166.23
2005-02-03,163.79
2005-02-04,160.79
2005-02-05,152.1
2005-02-06,163.03
2005-02-07,164.43
2005-02-08,172.11
2005-02-09,164.12
2005-02-10,160.11
2005-02-11,190.95
2005-02-12,210.33
2005-02-14,161.38
2005-02-15,161.36
2005-02-16,163.09
2005-02-17,161.79
2005-02-18,159.01
2005-02-21,161.75
2005-02-22,162.06
2005-02-23,158.75
2005-02-24,160.16
2005-02-25,162.42
2005-02-28,164.92
2005-03-01,164.36
2005-03-02,163.79
2005-03-03,162.97
2005-03-04,162.29
2005-03-05,152.2
2005-03-06,161.54
2005-03-07,163.39
2005-03-08,173.55
2005-03-09,164.06
2005-03-10,161.31
2005-03-11,
2005-03-14,159.74
2005-03-15,158.44
2005-03-16,154.63
2005-03-17,151.16
2005-03-18,149.95
2005-03-21,148.03
2005-03-22,148.28
2005-03-23,148.26
2005-03-24,153.46
2005-03-25,161.72
2005-03-28,160.36
2005-03-29,154.63
2005-03-30,154.84
2005-03-31,157.61
2005-04-01,161.46
2005-04-02,160.79
2005-04-03,162.29
2005-04-04,160.38
2005-04-05,158.83
2005-04-06,161.09
2005-04-07,159.13
2005-04-08,173.84
2005-04-10,188.41
2005-04-11,156.95
2005-04-12,156.97
2005-04-13,152.96
2005-04-14,154.41
2005-04-15,147.76
2005-04-18,141.56
2005-04-19,144.53
2005-04-20,151.66
2005-04-21,150.6
2005-04-22,155.56
2005-04-25,157.51
2005-04-26,157.02
2005-04-27,153.6
2005-04-28,152.2
2005-04-29,150.44
2005-05-01,159.46
2005-05-02,152.1
2005-05-03,152.2
2005-05-04,158.83
2005-05-05,156.48
2005-05-06,159.75
2005-05-07,162.56
2005-05-08,175.53
2005-05-09,157.51
2005-05-10,188.89
2005-05-11,156.41
2005-05-12,214.3
2005-05-13,161.42
2005-05-16,162.24
2005-05-17,161.8
2005-05-18,160.65
2005-05-19,
2005-05-20,164.02
2005-05-23,159.06
2005-05-24,160.54
2005-05-25,159.32
2005-05-26,157.54
2005-05-27,156.84
2005-05-30,158.3
2005-05-31,163.35
2005-06-01,159.75
2005-06-02,163.03
2005-06-03,161.54
2005-06-04,161.09
2005-06-05,159.75
2005-06-06,161.96
2005-06-07,160.5
2005-06-08,161.48
2005-06-09,162.19
2005-06-10,162.52
2005-06-12,215.94
2005-06-13,163.89
2005-06-14,164.25
2005-06-15,163.61
2005-06-16,164.75
2005-06-17,166.4
2005-06-20,164.68
2005-06-21,166.1
2005-06-22,164.51
2005-06-23,165.27
2005-06-24,162.64
2005-06-27,161.94
2005-06-28,160.72
2005-06-29,161.12
2005-06-30,161.15
2005-07-01,162.49
2005-07-02,164.43
2005-07-03,163.39
2005-07-04,163.06
2005-07-05,162.56
2005-07-06,162.57
2005-07-07,162.58
2005-07-08,162.43
2005-07-09,179.34
2005-07-10,185.89
2005-07-11,191.46
2005-07-12,163.11
2005-07-13,164.22
2005-07-14,165.31
2005-07-15,167.16
2005-07-18,167.42
2005-07-19,165.61
2005-07-20,171.98
2005-07-21,171.6
2005-07-22,172.18
2005-07-25,172.42
2005-07-26,171.93
2005-07-27,169.85
2005-07-28,171.69
2005-07-29,172.23
2005-08-01,172.5
2005-08-02,172.11
2005-08-03,173.55
2005-08-04,159.55
2005-08-05,175.53
2005-08-06,161.48
2005-08-07,162.43
2005-08-08,174.34
2005-08-09,181.48
2005-08-10,172.42
2005-08-11,171.58
2005-08-12,211.05
2005-08-15,165.36
2005-08-16,168.02
2005-08-17,164.9
2005-08-18,168.34
2005-08-19,168.89
2005-08-22,171.56
2005-08-23,172.22
2005-08-24,172.54
2005-08-25,172.72
2005-08-26,174.37
2005-08-29,174.14
2005-08-30,
2005-08-31,176.06
2005-09-01,179.02
2005-09-02,164.12
2005-09-03,164.06
2005-09-05,157.51
2005-09-06,181.85
2005-09-07,179.34
2005-09-08,172.31
2005-09-09,184.52
2005-09-11,191.52
2005-09-12,210.25
2005-09-13,188.26
2005-09-14,186.69
2005-09-15,189.62
2005-09-16,193.67
2005-09-19,193.94
2005-09-20,193.47
2005-09-21,192.76
2005-09-22,188.84
2005-09-23,185.91
2005-09-26,187.38
2005-09-27,185.59
2005-09-28,182.07
2005-09-29,181.49
2005-09-30,182.33
2005-10-01,164.22
2005-10-02,160.11
2005-10-03,161.31
2005-10-04,188.41
2005-10-05,158.76
2005-10-06,162.52
2005-10-07,185.89
2005-10-08,172.42
2005-10-10,188.21
2005-10-11,194.9
2005-10-12,188.1
2005-10-13,185.26
2005-10-14,183.83
2005-10-17,183.51
2005-10-18,185.04
2005-10-19,178.78
2005-10-20,180.84
2005-10-21,182.29
2005-10-24,183.5
2005-10-25,184.14
2005-10-26,181.82
2005-10-27,178.33
2005-10-28,177.74
2005-10-31,182.02
2005-11-01,167.3
2005-11-02,160.35
2005-11-03,
2005-11-04,156.95
2005-11-05,156.41
2005-11-07,191.46
2005-11-08,171.58
2005-11-09,191.52
2005-11-10,188.49
2005-11-11,195.95
2005-11-14,194.22
2005-11-15,194.85
2005-11-16,193.0
2005-11-17,196.55
2005-11-18,196.45
2005-11-21,199.26
2005-11-22,200.99
2005-11-23,202.31
2005-11-24,206.16
2005-11-25,209.61
2005-11-28,203.69
2005-11-29,201.76
2005-11-30,205.96
2005-12-01,167.83
2005-12-02,210.33
2005-12-04,156.97
2005-12-05,159.13
2005-12-06,215.94
2005-12-07,163.11
2005-12-08,211.05
2005-12-09,210.25
2005-12-10,188.1
2005-12-12,211.42
2005-12-13,208.82
2005-12-14,206.82
2005-12-15,205.95
2005-12-16,204.96
2005-12-19,207.71
2005-12-20,205.6
2005-12-21,205.22
2005-12-22,205.9
2005-12-23,207.27
2005-12-26,210.17
2005-12-27,208.5
2005-12-28,207.22
2005-12-29,210.43
2005-12-30,210.12
2006-01-02,228.61
2006-01-03,247.94
2006-01-04,212.03
2006-01-05,211.95
2006-01-06,215.64
2006-01-08,226.06
2006-01-09,236.12
2006-01-10,
2006-01-11,
2006-01-12,
2006-01-13,
2006-01-16,212.95
2006-01-17,213.23
2006-01-18,208.1
2006-01-19,209.9
2006-01-20,219.14
2006-01-23,219.4
2006-01-24,219.35
2006-01-25,220.22
2006-01-26,222.77
2006-01-27,224.71
2006-01-30,224.56
2006-01-31,227.51
2006-02-01,228.61
2006-02-02,232.76
2006-02-03,233.46
2006-02-05,240.76
2006-02-06,235.75
2006-02-07,241.73
2006-02-08,221.75
2006-02-09,237.67
2006-02-10,250.5
2006-02-11,263.14
2006-02-13,237.53
2006-02-14,231.31
2006-02-15,231.98
2006-02-16,237.78
2006-02-17,245.34
2006-02-20,245.17
2006-02-21,249.52
2006-02-22,247.01
2006-02-23,248.28
2006-02-24,248.24
2006-02-27,248.53
2006-02-28,252.22
2006-03-01,247.94
2006-03-02,233.46
2006-03-03,251.69
2006-03-04,234.63
2006-03-05,243.92
2006-03-06,250.59
2006-03-07,231.51
2006-03-08,222.27
2006-03-09,236.27
2006-03-10,254.71
2006-03-11,259.48
2006-03-13,238.89
2006-03-14,238.99
2006-03-15,240.37
2006-03-16,239.15
2006-03-17,244.41
2006-03-20,246.5
2006-03-21,241.78
2006-03-22,240.54
2006-03-23,242.83
2006-03-24,242.64
2006-03-27,232.92
2006-03-28,229.55
2006-03-29,226.13
2006-03-30,234.08
2006-03-31,233.42
2006-04-01,212.03
2006-04-03,234.63
2006-04-04,234.33
2006-04-05,237.04
2006-04-06,235.41
2006-04-07,231.75
2006-04-08,222.67
2006-04-09,239.97
2006-04-10,249.75
2006-04-11,229.6
2006-04-12,227.01
2006-04-13,231.22
2006-04-14,228.69
2006-04-17,228.06
2006-04-18,227.77
2006-04-19,234.48
2006-04-20,232.7
2006-04-21,236.63
2006-04-24,239.64
2006-04-25,240.5
2006-04-26,241.91
2006-04-27,243.03
2006-04-28,241.43
2006-05-01,242.07
2006-05-02,240.76
2006-05-03,243.92
2006-05-04,244.23
2006-05-05,242.43
2006-05-06,218.85
2006-05-07,228.32
2006-05-08,245.85
2006-05-09,247.93
2006-05-10,253.74
2006-05-11,246.53
2006-05-12,246.02
2006-05-15,229.57
2006-05-16,227.68
2006-05-17,236.75
2006-05-18,227.53
2006-05-19,
2006-05-22,216.61
2006-05-23,205.88
2006-05-24,211.99
2006-05-25,207.04
2006-05-26,216.63
2006-05-29,221.52
2006-05-30,217.34
2006-05-31,216.95
2006-06-01,219.6
2006-06-02,235.75
2006-06-03,250.59
2006-06-04,235.41
2006-06-05,218.85
2006-06-06,220.17
2006-06-07,222.06
2006-06-08,212.45
2006-06-09,240.77
2006-06-10,253.46
2006-06-11,260.64
2006-06-12,213.53
2006-06-13,195.91
2006-06-14,203.49
2006-06-15,211.4
2006-06-16,222.61
2006-06-19,217.99
2006-06-20,219.6
2006-06-21,217.7
2006-06-22,223.76
2006-06-23,217.78
2006-06-26,211.79
2006-06-27,208.34
2006-06-28,209.82
2006-06-29,216.94
2006-06-30,225.46
2006-07-02,241.73
2006-07-03,241.72
2006-07-04,231.75
2006-07-05,228.32
2006-07-06,222.49
2006-07-07,226.05
2006-07-08,223.66
2006-07-09,241.53
2006-07-10,225.32
2006-07-11,263.7
2006-07-12,251.17
2006-07-13,214.26
2006-07-14,213.85
2006-07-17,206.54
2006-07-18,208.82
2006-07-19,213.48
2006-07-20,219.41
2006-07-21,218.8
2006-07-24,219.09
2006-07-25,219.87
2006-07-26,220.97
2006-07-27,225.97
2006-07-28,226.88
2006-07-31,227.42
2006-08-01,226.06
2006-08-02,236.05
2006-08-03,222.27
2006-08-04,222.67
2006-08-05,245.85
2006-08-06,212.45
2006-08-07,223.66
2006-08-08,228.45
2006-08-09,243.04
2006-08-10,226.87
2006-08-11,262.6
2006-08-12,253.49
2006-08-14,234.85
2006-08-15,232.02
2006-08-16,237.46
2006-08-17,239.18
2006-08-18,236.32
2006-08-21,232.94
2006-08-22,233.31
2006-08-23,233.7
2006-08-24,229.06
2006-08-25,229.84
2006-08-28,230.84
2006-08-29,231.87
2006-08-30,
2006-08-31,233.0
2006-09-01,236.12
2006-09-02,237.67
2006-09-03,236.27
2006-09-04,239.97
2006-09-05,247.93
2006-09-06,240.77
2006-09-07,241.53
2006-09-08,243.04
2006-09-10,253.78
2006-09-11,241.05
2006-09-12,241.7
2006-09-13,244.63
2006-09-14,245.51
2006-09-15,244.38
2006-09-18,252.8
2006-09-19,249.2
2006-09-20,252.53
2006-09-21,250.47
2006-09-22,242.29
2006-09-25,245.03
2006-09-26,246.1
2006-09-27,249.72
2006-09-28,249.47
2006-09-29,250.11
2006-10-01,
2006-10-02,237.49
2006-10-03,254.71
2006-10-04,230.02
2006-10-05,244.42
2006-10-06,253.46
2006-10-07,225.32
2006-10-08,226.87
2006-10-09,253.78
2006-10-10,258.31
2006-10-11,257.43
2006-10-12,257.43
2006-10-13,260.65
2006-10-16,258.25
2006-10-17,257.98
2006-10-18,258.76
2006-10-19,260.51
2006-10-20,263.22
2006-10-23,
2006-10-24,
2006-10-25,
2006-10-26,265.53
2006-10-27,264.33
2006-10-30,261.01
2006-10-31,262.35
2006-11-01,263.74
2006-11-02,263.14
2006-11-03,259.48
2006-11-04,229.6
2006-11-05,246.53
2006-11-06,260.64
2006-11-07,225.62
2006-11-08,262.6
2006-11-09,262.27
2006-11-10,257.43
2006-11-12,253.31
2006-11-13,258.93
2006-11-14,258.78
2006-11-15,257.65
2006-11-16,253.95
2006-11-17,249.14
2006-11-20,245.22
2006-11-21,247.87
2006-11-22,247.37
2006-11-23,245.45
2006-11-24,242.62
2006-11-27,245.23
2006-11-28,239.44
2006-11-29,242.49
2006-11-30,246.2
2006-12-01,
2006-12-04,227.01
2006-12-05,246.02
2006-12-06,213.53
2006-12-07,225.77
2006-12-08,253.49
2006-12-09,241.7
2006-12-10,257.43
2006-12-11,253.31
2006-12-12,255.28
2006-12-13,251.7
2006-12-14,252.96
2006-12-15,257.5
2006-12-18,259.75
2006-12-19,256.32
2006-12-20,255.24
2006-12-21,253.58
2006-12-22,254.54
2006-12-25,255.56
2006-12-26,255.51
2006-12-27,255.76
2006-12-28,260.06
2006-12-29,262.31
2007-01-01,
2007-01-02,
2007-01-03,270.44
2007-01-04,258.99
2007-01-05,255.88
2007-01-06,314.43
2007-01-08,252.91
2007-01-09,256.73
2007-01-10,354.74
2007-01-11,374.97
2007-01-12,261.33
2007-01-15,260.52
2007-01-16,262.23
2007-01-17,263.68
2007-01-18,269.98
2007-01-19,273.38
2007-01-22,277.74
2007-01-23,274.45
2007-01-24,275.56
2007-01-25,274.92
2007-01-26,276.9
2007-01-29,276.31
2007-01-30,274.24
2007-01-31,279.02
2007-02-01,
2007-02-02,280.7
2007-02-03,262.76
2007-02-04,272.4
2007-02-05,278.55
2007-02-06,278.62
2007-02-07,333.8
2007-02-08,275.51
2007-02-09,277.96
2007-02-10,366.52
2007-02-11,372.6
2007-02-12,277.34
2007-02-13,277.56
2007-02-14,278.59
2007-02-15,278.38
2007-02-16,278.82
2007-02-19,280.42
2007-02-20,280.08
2007-02-21,274.76
2007-02-22,275.09
2007-02-23,272.74
2007-02-26,273.56
2007-02-27,270.34
2007-02-28,267.26
2007-03-01,270.44
2007-03-02,262.76
2007-03-04,277.05
2007-03-05,289.9
2007-03-06,260.53
2007-03-07,337.81
2007-03-08,268.35
2007-03-09,266.81
2007-03-10,360.05
2007-03-12,270.06
2007-03-13,271.13
2007-03-14,263.55
2007-03-15,265.98
2007-03-16,265.26
2007-03-19,265.06
2007-03-20,266.24
2007-03-21,267.62
2007-03-22,272.53
2007-03-23,271.37
2007-03-26,274.45
2007-03-27,273.3
2007-03-28,271.07
2007-03-29,271.14
2007-03-30,273.02
2007-04-01,258.99
2007-04-02,272.4
2007-04-03,277.05
2007-04-04,282.19
2007-04-05,284.26
2007-04-06,316.56
2007-04-07,336.31
2007-04-09,336.92
2007-04-10,363.26
2007-04-11,287.98
2007-04-12,402.2
2007-04-13,285.24
2007-04-16,288.64
2007-04-17,294.93
2007-04-18,298.0
2007-04-19,292.61
2007-04-20,295.62
2007-04-23,
2007-04-24,294.95
2007-04-25,297.08
2007-04-26,302.81
2007-04-27,299.6
2007-04-30,279.09
2007-05-01,255.88
2007-05-02,290.49
2007-05-03,289.9
2007-05-04,290.74
2007-05-06,316.34
2007-05-07,292.13
2007-05-08,287.38
2007-05-09,340.95
2007-05-10,368.57
2007-05-11,288.8
2007-05-12,404.73
2007-05-14,291.94
2007-05-15,290.37
2007-05-16,291.43
2007-05-17,296.04
2007-05-18,296.92
2007-05-21,301.63
2007-05-22,306.21
2007-05-23,306.91
2007-05-24,307.95
2007-05-25,305.21
2007-05-28,307.55
2007-05-29,305.28
2007-05-30,305.52
2007-05-31,311.62
2007-06-01,314.43
2007-06-02,278.62
2007-06-03,260.53
2007-06-04,316.56
2007-06-05,316.34
2007-06-06,313.74
2007-06-07,336.19
2007-06-08,334.16
2007-06-09,336.93
2007-06-11,377.85
2007-06-12,303.16
2007-06-13,297.41
2007-06-14,304.56
2007-06-15,306.39
2007-06-18,312.7
2007-06-19,312.69
2007-06-20,313.12
2007-06-21,314.81
2007-06-22,316.91
2007-06-25,314.56
2007-06-26,316.93
2007-06-27,314.66
2007-06-28,317.15
2007-06-29,320.67
2007-07-02,279.49
2007-07-03,267.07
2007-07-04,336.31
2007-07-05,292.13
2007-07-06,307.18
2007-07-08,339.26
2007-07-09,335.47
2007-07-10,347.39
2007-07-11,333.17
2007-07-12,422.2
2007-07-13,340.78
2007-07-16,338.09
2007-07-17,334.29
2007-07-18,332.6
2007-07-19,336.31
2007-07-20,338.9
2007-07-23,347.26
2007-07-24,356.56
2007-07-25,342.6
2007-07-26,340.73
2007-07-27,330.99
2007-07-30,334.08
2007-07-31,340.88
2007-08-01,252.91
2007-08-02,275.51
2007-08-03,268.35
2007-08-05,287.38
2007-08-06,334.16
2007-08-07,339.26
2007-08-08,343.24
2007-08-09,347.28
2007-08-10,373.78
2007-08-11,373.9
2007-08-13,328.21
2007-08-14,331.25
2007-08-15,324.93
2007-08-16,306.35
2007-08-17,309.92
2007-08-20,315.31
2007-08-21,309.5
2007-08-22,316.62
2007-08-23,323.69
2007-08-24,319.0
2007-08-27,324.88
2007-08-28,327.72
2007-08-29,326.06
2007-08-30,
2007-08-31,340.06
2007-09-01,256.73
2007-09-02,277.96
2007-09-03,338.57
2007-09-04,336.92
2007-09-05,340.95
2007-09-06,336.93
2007-09-07,335.47
2007-09-08,347.28
2007-09-10,372.28
2007-09-11,328.28
2007-09-12,331.85
2007-09-13,328.02
2007-09-14,334.07
2007-09-17,331.83
2007-09-18,333.58
2007-09-19,345.24
2007-09-20,346.24
2007-09-21,348.56
2007-09-24,355.57
2007-09-25,349.84
2007-09-26,355.33
2007-09-27,356.1
2007-09-28,356.41
2007-10-01,354.74
2007-10-02,366.52
2007-10-03,360.05
2007-10-04,363.26
2007-10-05,368.57
2007-10-07,347.39
2007-10-08,373.78
2007-10-09,372.28
2007-10-10,372.2
2007-10-11,373.05
2007-10-12,417.05
2007-10-15,370.87
2007-10-16,366.47
2007-10-17,364.16
2007-10-18,364.71
2007-10-19,362.77
2007-10-22,348.85
2007-10-23,357.07
2007-10-24,357.61
2007-10-25,358.55
2007-10-26,365.35
2007-10-29,
2007-10-30,367.17
2007-10-31,373.36
2007-11-01,255.87
2007-11-02,372.6
2007-11-04,287.98
2007-11-05,371.91
2007-11-06,301.65
2007-11-07,374.34
2007-11-08,373.9
2007-11-09,328.28
2007-11-10,373.05
2007-11-12,386.31
2007-11-13,388.61
2007-11-14,389.96
2007-11-15,396.1
2007-11-16,397.19
2007-11-19,399.24
2007-11-20,390.44
2007-11-21,388.52
2007-11-22,382.2
2007-11-23,380.32
2007-11-26,388.14
2007-11-27,387.05
2007-11-28,391.57
2007-11-29,393.35
2007-11-30,398.01
2007-12-01,261.33
2007-12-02,277.34
2007-12-03,270.06
2007-12-04,402.2
2007-12-05,404.73
2007-12-06,303.16
2007-12-07,338.22
2007-12-09,331.85
2007-12-10,
2007-12-11,386.31
2007-12-12,414.41
2007-12-13,413.13
2007-12-14,417.54
2007-12-17,408.53
2007-12-18,404.62
2007-12-19,401.93
2007-12-20,
2007-12-21,
2007-12-24,407.31
2007-12-25,412.82
2007-12-26,412.04
2007-12-27,409.61
2007-12-28,411.44
2007-12-31,414.11
2008-01-01,
2008-01-02,410.34
2008-01-03,408.92
2008-01-04,358.6
2008-01-05,356.98
2008-01-07,397.05
2008-01-08,392.69
2008-01-09,387.98
2008-01-10,
2008-01-11,383.88
2008-01-12,261.52
2008-01-14,382.35
2008-01-15,383.86
2008-01-16,373.91
2008-01-17,371.25
2008-01-18,373.18
2008-01-21,365.13
2008-01-22,343.91
2008-01-23,349.56
2008-01-24,341.33
2008-01-25,357.72
2008-01-28,343.15
2008-01-29,344.65
2008-01-30,349.3
2008-01-31,340.55
2008-02-01,410.34
2008-02-04,363.96
2008-02-05,357.94
2008-02-06,339.01
2008-02-07,309.24
2008-02-08,339.55
2008-02-09,326.89
2008-02-10,
2008-02-11,338.8
2008-02-12,350.75
2008-02-13,364.73
2008-02-14,370.55
2008-02-15,365.97
2008-02-18,366.65
2008-02-19,368.4
2008-02-20,368.36
2008-02-21,366.68
2008-02-22,368.15
2008-02-25,372.47
2008-02-26,377.76
2008-02-27,382.73
2008-02-28,385.61
2008-02-29,385.22
2008-03-01,408.92
2008-03-03,380.37
2008-03-04,367.71
2008-03-05,379.08
2008-03-06,358.33
2008-03-07,366.8
2008-03-09,327.69
2008-03-10,294.63
2008-03-11,374.7
2008-03-12,258.49
2008-03-13,373.69
2008-03-14,376.72
2008-03-17,350.43
2008-03-18,355.9
2008-03-19,367.16
2008-03-20,357.03
2008-03-21,355.9
2008-03-24,350.71
2008-03-25,359.14
2008-03-26,361.84
2008-03-27,367.97
2008-03-28,366.1
2008-03-31,347.67
2008-04-01,411.19
2008-04-02,355.82
2008-04-03,367.71
2008-04-04,363.75
2008-04-06,356.12
2008-04-07,367.72
2008-04-08,367.59
2008-04-09,322.35
2008-04-10,367.38
2008-04-11,369.95
2008-04-12,262.03
2008-04-14,355.3
2008-04-15,352.68
2008-04-16,354.7
2008-04-17,349.01
2008-04-18,350.65
2008-04-21,357.06
2008-04-22,359.84
2008-04-23,
2008-04-24,349.59
2008-04-25,356.14
2008-04-28,361.13
2008-04-29,357.6
2008-04-30,355.02
2008-05-01,356.98
2008-05-02,353.57
2008-05-03,379.08
2008-05-05,363.75
2008-05-06,360.64
2008-05-07,361.93
2008-05-08,345.62
2008-05-09,345.48
2008-05-11,273.21
2008-05-12,261.07
2008-05-13,338.89
2008-05-14,341.26
2008-05-15,345.52
2008-05-16,350.42
2008-05-19,
2008-05-20,352.92
2008-05-21,349.79
2008-05-22,350.47
2008-05-23,354.37
2008-05-26,348.35
2008-05-27,350.72
2008-05-28,350.84
2008-05-29,348.75
2008-05-30,354.84
2008-06-02,339.01
2008-06-03,358.33
2008-06-04,356.12
2008-06-05,358.11
2008-06-06,356.35
2008-06-08,343.57
2008-06-09,348.05
2008-06-10,283.91
2008-06-11,266.73
2008-06-12,339.19
2008-06-13,341.09
2008-06-16,347.74
2008-06-17,345.95
2008-06-18,342.28
2008-06-19,338.98
2008-06-20,337.28
2008-06-23,333.4
2008-06-24,329.85
2008-06-25,329.85
2008-06-26,328.74
2008-06-27,318.61
2008-06-30,316.91
2008-07-01,397.05
2008-07-02,344.95
2008-07-03,366.8
2008-07-04,367.72
2008-07-05,361.93
2008-07-07,322.98
2008-07-08,343.73
2008-07-09,321.18
2008-07-10,280.58
2008-07-11,273.68
2008-07-14,310.08
2008-07-15,304.53
2008-07-16,307.49
2008-07-17,317.61
2008-07-18,322.23
2008-07-21,323.72
2008-07-22,321.49
2008-07-23,325.21
2008-07-24,326.34
2008-07-25,323.47
2008-07-28,323.2
2008-07-29,319.76
2008-07-30,333.62
2008-07-31,351.58
2008-08-01,392.69
2008-08-02,339.55
2008-08-04,367.59
2008-08-05,353.8
2008-08-06,343.57
2008-08-07,315.13
2008-08-08,341.63
2008-08-09,326.88
2008-08-10,268.02
2008-08-11,343.18
2008-08-12,348.35
2008-08-13,344.66
2008-08-14,343.86
2008-08-15,344.19
2008-08-18,343.7
2008-08-19,342.14
2008-08-20,332.72
2008-08-21,330.77
2008-08-22,333.79
2008-08-25,336.4
2008-08-26,331.47
2008-08-27,322.23
2008-08-28,324.75
2008-08-29,327.74
2008-09-01,387.98
2008-09-02,326.89
2008-09-03,327.69
2008-09-04,373.29
2008-09-05,345.48
2008-09-06,348.05
2008-09-07,321.18
2008-09-08,326.88
2008-09-09,327.26
2008-09-10,321.63
2008-09-11,313.66
2008-09-12,
2008-09-15,294.64
2008-09-16,294.45
2008-09-17,295.28
2008-09-18,283.25
2008-09-19,304.66
2008-09-22,310.34
2008-09-23,303.68
2008-09-24,307.7
2008-09-25,309.53
2008-09-26,309.79
2008-09-29,311.46
2008-09-30,
2008-10-01,
2008-10-02,
2008-10-03,364.68
2008-10-04,367.38
2008-10-06,342.44
2008-10-07,280.58
2008-10-08,268.02
2008-10-09,321.63
2008-10-10,268.52
2008-10-11,275.83
2008-10-12,
2008-10-13,272.95
2008-10-14,283.76
2008-10-15,283.01
2008-10-16,270.05
2008-10-17,258.33
2008-10-20,266.23
2008-10-21,278.9
2008-10-22,265.38
2008-10-23,256.53
2008-10-24,248.16
2008-10-27,239.65
2008-10-28,243.66
2008-10-29,
2008-10-30,257.89
2008-10-31,245.65
2008-11-01,383.88
2008-11-02,338.8
